experiment_id,video_id,model_name,technique_name,rag_enabled,pred_name_original,pred_name_en,is_hallucinated
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,krimer cheese,Cheese Cracker (FNN),true
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,penutup kecil esen vanila,small vanilla pod or extract,true
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,red bell pepper,false
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,padi,rice,true
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,lada besar,garlic cloves,false
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,onion,false
287,37,Phi-4-mini 3.8B Instruct,few-shot,false, serai,cilantro leaves,false
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,serbuk kunyit,ground turmeric,false
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,ikan bilis,fish fillet,true
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,kicap manis,sweet soy sauce,false
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,telur goreng,fried egg,true
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,sayur,vegetables,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,ayam,chicken,false
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,black pepper,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,sos tiram,,false
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,lada besar,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,cili padi,,false
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,sudu sos plum,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,sudu sos tiram,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,kicap manis,,false
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,sudu sos ikan,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,searai,,true
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,cili padi,,false
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,daun limau purut,,true
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,air,water,false
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu cair,milk (cooked),false
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,serbuk kristal jelly nona flavor lychee,Lychee flavored gelatin cubes,true
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,serbuk kristal jelly nona flavor strawberry,Strawberry flavored gelatin cubes,true
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,buah lychee,Lychee fruit,false
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,false
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu pekat,Heavy cream,false
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu cair,milk (cooked),false
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,jelly rose,Rose-flavored gelatin,true
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,buah strawberry,Strawberry fruit,false
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,buah tembikai,Tapioca pearls,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,pisang,banana,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,oats,rolled oats,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,black pepper,black pepper,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,sugar,sugar,true
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,butter,butter,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,sausage,sausage,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,carbonara pasta,pasta carbonara,true
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,chili sauce,chili sauce,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,mayonnaise,mayo,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,tomato,tomato,false
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,cheese,cheese,false
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg(s),false
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,pisang potong,chopped banana(s),true
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,pisang,banana(s),false
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,roti paratha,paratha bread(s),false
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,hazelnut,hazelnuts(s),true
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,matcha,green tea powder(s),true
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,susu pekat,sweetened condensed milk(s),false
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,minyak gamat,coconut oil(s),true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,daging cincang (chicken),ground chicken,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,white sauce (chicken tender),white sauce,false
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,yoghurt (original),Greek yoghurt,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,mayonnaise (original),Mayonnaise,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,lemon,Lemon,false
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,black pepper,Black Pepper,false
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,garam (salt),Salt,false
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih (garlic),Garlic,false
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,sikitang putih (ginger),Ginger,true
301,1,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
302,2,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
303,3,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
304,4,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
305,5,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
306,6,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
307,7,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
308,8,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
309,9,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
310,10,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
311,11,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,biji telur,eggs,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,sawah gula,granulated sugar,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,minyak masak,vegetable oil,false
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,sawah susu,milk,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,tepung gandum,all-purpose flour,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,esens vanila,vanilla extract,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,sudu kecil baking powder,baking powder,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,sudu kecil garam,salt,false
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,sawah chocolate chips,chocolate chips,true
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,sawah chocolate,chocolate (semi sweet),true
313,13,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
314,14,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
315,15,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
316,16,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
317,17,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
318,18,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
319,19,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
320,20,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
322,22,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
323,23,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
324,24,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
325,25,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
326,26,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
327,27,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
328,28,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
329,29,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
330,30,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
331,31,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
332,32,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
333,33,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
335,35,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
336,36,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
337,37,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
338,38,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
339,39,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
340,40,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
341,41,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
342,42,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
343,43,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
344,44,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
345,45,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,pisang,mangoes,false
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,coklat coins,chocolate chips,false
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,susu pekat,heavy cream,false
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,baking powder,,false
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,bicarbonate soda,,false
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,F&N creamer manis,,true
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,Esen Vanilla,,false
347,47,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
348,48,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
349,49,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
350,50,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,true
351,1,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
352,2,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
353,3,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
354,4,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
355,5,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
356,6,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
357,7,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
358,8,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,pisang,banana,false
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,ketul,,true
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,,sagu,false
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,,susu cair,false
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,,garam,false
361,11,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
363,13,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
364,14,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,unsalted butter,unsalted butter,false
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,icing sugar,powdered sugar or icing sugar,true
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,white egg,egg white or whole eggs (as per recipe),true
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,vanilla essence,pure vanilla extract or flavoring,false
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,all-purpose flour,all-purpose wheat flour or plain flour,true
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,all-purpose flour,all-purpose wheat flour or plain flour,true
366,16,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
367,17,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
368,18,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
369,19,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
370,20,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
371,21,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
372,22,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
373,23,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
374,24,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
375,25,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
376,26,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
377,27,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
378,28,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
379,29,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
380,30,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
381,31,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
382,32,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
383,33,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
384,34,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
385,35,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
386,36,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
388,38,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
389,39,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
390,40,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
391,41,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
393,43,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
394,44,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
395,45,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
396,46,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
397,47,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
398,48,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
399,49,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
400,50,Phi-4-mini 3.8B Instruct,structured-output,false,,,true
403,3,Qwen 2.5 3B Instruct,zero-shot,false,cili padi,chili pepper,false
403,3,Qwen 2.5 3B Instruct,zero-shot,false,lada besar,large pepper,false
403,3,Qwen 2.5 3B Instruct,zero-shot,false,bawang merah,red onion,false
403,3,Qwen 2.5 3B Instruct,zero-shot,false,ulas bawang putih,"white onion, finely chopped",true
403,3,Qwen 2.5 3B Instruct,zero-shot,false,ketumbar,coriander seeds,true
403,3,Qwen 2.5 3B Instruct,zero-shot,false,serai,"ginger, sliced",false
403,3,Qwen 2.5 3B Instruct,zero-shot,false,daun limau purut,"lime leaves, finely chopped",false
403,3,Qwen 2.5 3B Instruct,zero-shot,false,sos tiram,soy sauce,false
403,3,Qwen 2.5 3B Instruct,zero-shot,false,sos ikan lah,fish sauce,false
403,3,Qwen 2.5 3B Instruct,zero-shot,false,sos cili Siam,Sichuan pepper sauce,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,cawan tepung Bestari,cup of Bestari flour,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,air,water,false
404,4,Qwen 2.5 3B Instruct,zero-shot,false,sudu serbuk paprika,tablespoon of paprika powder,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,sudu serbuk cili kasturi,tablespoon of chili powder,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,setengah sudu serpihan cili,half tablespoon of chili flakes,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,setengah sudu serbuk bawang putih,half tablespoon of white onion powder,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,sudu gula perang,tablespoon of brown sugar,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,minyak goreng ayam tadi yang panas-panas,hot oil from fried chicken earlier,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,tiga sudu yogurt segar,three tablespoons of fresh yogurt,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,tiga sudu mayonais Kewpie,three tablespoons of Kewpie mayonnaise,true
404,4,Qwen 2.5 3B Instruct,zero-shot,false,setengah sudu madu,half tablespoon of honey,true
406,6,Qwen 2.5 3B Instruct,zero-shot,false,1 blok tempe,Tempe,true
406,6,Qwen 2.5 3B Instruct,zero-shot,false,10 biji cili padi,Cili Padi,false
406,6,Qwen 2.5 3B Instruct,zero-shot,false,2 biji lada merah besar,Lada Merah,true
406,6,Qwen 2.5 3B Instruct,zero-shot,false,5 ulas bawang putih,Bawang Putih,false
407,7,Qwen 2.5 3B Instruct,zero-shot,false,talam aluminium macam ni,,true
407,7,Qwen 2.5 3B Instruct,zero-shot,false,gula-gula kapas,,true
407,7,Qwen 2.5 3B Instruct,zero-shot,false,pinggan perisa,,true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,"serai, lengkuas besar ibu jari","ginger, lemongrass stalks",true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,"serbuk kari, serbuk cili, serbuk ketumbar, serbuk jintan manis, serbuk jintan putih, serbuk kunyit","cumin powder, chili powder, turmeric powder, cardamom powder, white cardamom powder, ginger paste",true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,beras basmati,basmati rice,true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,"bawang besar Holland, bawang putih ulas","Holland garlic cloves, white garlic cloves",true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,cili kisar tak pedas,mild chili peppers,true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,santan,tamarind juice concentrate,false
408,8,Qwen 2.5 3B Instruct,zero-shot,false,gula Melaka kecil,small palm sugar,true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,"terung, kacang panjang","beansprouts, chinese broccoli",true
408,8,Qwen 2.5 3B Instruct,zero-shot,false,lada besar,big peppercorns,false
408,8,Qwen 2.5 3B Instruct,zero-shot,false,cili padi,broad beansprouts,false
408,8,Qwen 2.5 3B Instruct,zero-shot,false,belacan,shrimp paste,false
408,8,Qwen 2.5 3B Instruct,zero-shot,false,limau kasturi,kaffir lime leaves,false
409,9,Qwen 2.5 3B Instruct,zero-shot,false,lima biji pisang,5 bananas,true
409,9,Qwen 2.5 3B Instruct,zero-shot,false,empat ketul kecil gula Melaka,4 small pieces of Melaka sugar,true
409,9,Qwen 2.5 3B Instruct,zero-shot,false,setengah cawan air,half a cup of water,true
409,9,Qwen 2.5 3B Instruct,zero-shot,false,secukup rasa garam,to taste salt,true
410,10,Qwen 2.5 3B Instruct,zero-shot,false,2 lada benggala,2 cloves of garlic,true
410,10,Qwen 2.5 3B Instruct,zero-shot,false,2 bawang merah,2 red onions,true
410,10,Qwen 2.5 3B Instruct,zero-shot,false,5 ulas bawang putih,5 cloves of garlic,true
410,10,Qwen 2.5 3B Instruct,zero-shot,false,5 cili padi,5 chili peppers,true
414,14,Qwen 2.5 3B Instruct,zero-shot,false,2 cawan gula,2 cups of sugar,true
414,14,Qwen 2.5 3B Instruct,zero-shot,false,2 cawan whipping cream,2 cups of whipping cream,true
414,14,Qwen 2.5 3B Instruct,zero-shot,false,1 blok unsalted butter,1 block of unsalted butter,true
414,14,Qwen 2.5 3B Instruct,zero-shot,false,1 penutup esen vanila,1 vanilla essence cap,true
414,14,Qwen 2.5 3B Instruct,zero-shot,false,1 setengah sudu kecil garam,1/2 teaspoon of salt,true
414,14,Qwen 2.5 3B Instruct,zero-shot,false,500 gram cornflakes,500 grams of cornflakes,true
415,15,Qwen 2.5 3B Instruct,zero-shot,false,unsalted butter,unsalted butter,false
417,17,Qwen 2.5 3B Instruct,zero-shot,false,daging frozen,frozen meat,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,bawang merah,red onion,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,bawang putih,white onion,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,cili kisar,chili pepper,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,sos tiram,soy sauce,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,sos tomato,tomato sauce,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,sos cili,chili sauce,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,kicap manis,sweet soy sauce,true
417,17,Qwen 2.5 3B Instruct,zero-shot,false,pati ayam,chicken paste,true
418,18,Qwen 2.5 3B Instruct,zero-shot,false,1 cawan air,1 cup water,true
418,18,Qwen 2.5 3B Instruct,zero-shot,false,1/4 cawan air,1/4 cup water,true
418,18,Qwen 2.5 3B Instruct,zero-shot,false,1 sudu makan yis,1 tablespoon yeast,true
418,18,Qwen 2.5 3B Instruct,zero-shot,false,1/4 cawan brown sugar,1/4 cup brown sugar,true
418,18,Qwen 2.5 3B Instruct,zero-shot,false,4 cawan tepung gandum,4 cups all-purpose flour,true
419,19,Qwen 2.5 3B Instruct,zero-shot,false,bawang merah,red onion,true
419,19,Qwen 2.5 3B Instruct,zero-shot,false,daun kucai,cilantro,true
419,19,Qwen 2.5 3B Instruct,zero-shot,false,lada besar,black pepper,true
419,19,Qwen 2.5 3B Instruct,zero-shot,false,crab stick,crab meat,true
419,19,Qwen 2.5 3B Instruct,zero-shot,false,tepung gandum,wheat flour,false
419,19,Qwen 2.5 3B Instruct,zero-shot,false,cube pati ayam,chicken starch cubes,true
419,19,Qwen 2.5 3B Instruct,zero-shot,false,ikan bilis,anchovy fillets,true
419,19,Qwen 2.5 3B Instruct,zero-shot,false,garam,salt,false
419,19,Qwen 2.5 3B Instruct,zero-shot,false,F&N Club Soda Water,F&N club soda water,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,setengah kilo kacang tanah,half kilogram of kidney beans,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,70% kacang tadi,half of the kidney beans,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,4 bawang merah,four shallots,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 batang serai,three lemongrass stalks,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,Lengkuas dengan halia sebesar ibu jari,ginger with a thumb-sized piece of galangal,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 biji buah keras,three jackfruit pieces,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,6 ulas bawang putih,six shallot slices,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 ketuk kecik gula melaka,three small jackfruit pieces of palm sugar,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
420,20,Qwen 2.5 3B Instruct,zero-shot,false,3 sudu cili kisar,three teaspoons of chili powder,true
421,21,Qwen 2.5 3B Instruct,zero-shot,false,air,water,false
421,21,Qwen 2.5 3B Instruct,zero-shot,false,tepung gandum,whole wheat flour,false
421,21,Qwen 2.5 3B Instruct,zero-shot,false,soda bicarbonat,baking soda,false
421,21,Qwen 2.5 3B Instruct,zero-shot,false,biskuit,cookies,true
421,21,Qwen 2.5 3B Instruct,zero-shot,false,butter,butter,false
421,21,Qwen 2.5 3B Instruct,zero-shot,false,coklat hazelnut,chocolate hazelnut,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,tauhu keras,firm tofu,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,tepung beras,rice flour,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,tepung bestari,glutinous rice flour,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,garam,salt,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,bawang putih,garlic,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,cili kisar,chili pepper,true
422,22,Qwen 2.5 3B Instruct,zero-shot,false,tepung jagung,cornstarch,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,air,water,false
422,22,Qwen 2.5 3B Instruct,zero-shot,false,ketul kecil gula melaka,small jaggery crystals,true
423,23,Qwen 2.5 3B Instruct,zero-shot,false,udang,shrimp,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,garam,salt,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,kunyit,turmeric,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,bawang merah,red onion,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,bawang putih,white onion,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,serai,lemongrass,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,ayam,chicken,true
423,23,Qwen 2.5 3B Instruct,zero-shot,false,santan,tamarind juice,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,air,water,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,tempoyak,tamarind paste,false
423,23,Qwen 2.5 3B Instruct,zero-shot,false,petai,tamarind leaves,false
424,24,Qwen 2.5 3B Instruct,zero-shot,false,cawan cooking cream,cooking cream,false
424,24,Qwen 2.5 3B Instruct,zero-shot,false,2 cawan chocolate chips,chocolate chips,false
424,24,Qwen 2.5 3B Instruct,zero-shot,false,one bowl of whipping cream,whipping cream,false
425,25,Qwen 2.5 3B Instruct,zero-shot,false,"black pepper, bawang putih, ketumbar","black pepper, white onion, coriander seeds",true
425,25,Qwen 2.5 3B Instruct,zero-shot,false,bawang merah,red onion,false
425,25,Qwen 2.5 3B Instruct,zero-shot,false,serai,lemongrass,false
425,25,Qwen 2.5 3B Instruct,zero-shot,false,sup ikan,fish soup,true
425,25,Qwen 2.5 3B Instruct,zero-shot,false,"bawang putih, bawang merah","white onion, red onion",true
425,25,Qwen 2.5 3B Instruct,zero-shot,false,cili padi,chili pepper,false
425,25,Qwen 2.5 3B Instruct,zero-shot,false,tomato,tomato,false
