video_id,model_name,technique_name,rag_enabled,pred_count,true_positives,false_positives,gt_count,json_valid,pred_total_kcal,gt_total_kcal
15,Qwen 2.5 3B Instruct,few-shot,false,8,3,5,9,true,264.0,78188.99999809265
15,Qwen 2.5 3B Instruct,structured-output,false,7,3,4,9,true,376.4,78188.99999809265
15,Qwen 2.5 3B Instruct,zero-shot,false,1,1,0,9,true,714.3,78188.99999809265
16,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,0,11,11,true,753.0,16646.6997756958
16,Gemma-SEA-LION v4 4B,few-shot,false,7,0,7,11,true,238.0,16646.6997756958
16,Gemma-SEA-LION v4 4B,structured-output,false,6,0,6,11,true,271.0,16646.6997756958
16,Gemma-SEA-LION v4 4B,zero-shot,false,6,0,6,11,true,346.0,16646.6997756958
16,Llama 3.2 3B Instruct,chain-of-thought,false,5,0,5,11,true,,16646.6997756958
16,Llama 3.2 3B Instruct,few-shot,false,7,0,7,11,true,234.0,16646.6997756958
16,Llama 3.2 3B Instruct,structured-output,false,5,0,5,11,true,220.1,16646.6997756958
16,Llama 3.2 3B Instruct,zero-shot,false,9,0,9,11,true,0.0,16646.6997756958
16,MedGemma 4B,chain-of-thought,false,11,0,11,11,true,520.0,16646.6997756958
16,MedGemma 4B,few-shot,false,8,0,8,11,true,2481.0,16646.6997756958
16,MedGemma 4B,structured-output,false,7,0,7,11,true,150.0,16646.6997756958
16,MedGemma 4B,zero-shot,false,9,0,9,11,true,1500.0,16646.6997756958
16,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,11,true,0.0,16646.6997756958
16,Phi-4-mini 3.8B Instruct,few-shot,false,7,0,7,11,true,314.0,16646.6997756958
16,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,11,true,0.0,16646.6997756958
16,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,11,true,0.0,16646.6997756958
16,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,11,true,0.0,16646.6997756958
16,Qwen 2.5 3B Instruct,few-shot,false,6,0,6,11,true,163.7,16646.6997756958
16,Qwen 2.5 3B Instruct,structured-output,false,4,0,4,11,true,125.3,16646.6997756958
16,Qwen 2.5 3B Instruct,zero-shot,false,0,0,0,11,true,,16646.6997756958
17,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,0,12,18,true,6490.0,945.2999966144562
17,Gemma-SEA-LION v4 4B,few-shot,false,13,1,12,18,true,783.0,945.2999966144562
17,Gemma-SEA-LION v4 4B,structured-output,false,11,0,11,18,true,1895.0,945.2999966144562
17,Gemma-SEA-LION v4 4B,zero-shot,false,12,0,12,18,true,7830.0,945.2999966144562
17,Llama 3.2 3B Instruct,chain-of-thought,false,0,0,0,18,true,,945.2999966144562
17,Llama 3.2 3B Instruct,few-shot,false,16,0,16,18,true,1049.0,945.2999966144562
17,Llama 3.2 3B Instruct,structured-output,false,14,1,13,18,true,2501.8,945.2999966144562
17,Llama 3.2 3B Instruct,zero-shot,false,12,0,12,18,true,1000.0,945.2999966144562
17,MedGemma 4B,chain-of-thought,false,15,1,14,18,true,650.0,945.2999966144562
17,MedGemma 4B,few-shot,false,14,0,14,18,true,765.0,945.2999966144562
17,MedGemma 4B,structured-output,false,14,0,14,18,true,650.0,945.2999966144562
17,MedGemma 4B,zero-shot,false,15,1,14,18,true,7500.0,945.2999966144562
17,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,18,true,0.0,945.2999966144562
17,Phi-4-mini 3.8B Instruct,few-shot,false,12,0,12,18,true,1984.6,945.2999966144562
17,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,18,true,0.0,945.2999966144562
17,Phi-4-mini 3.8B Instruct,zero-shot,false,12,0,12,18,true,294.0,945.2999966144562
17,Qwen 2.5 3B Instruct,chain-of-thought,false,12,0,12,18,true,345.2,945.2999966144562
17,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,18,true,,945.2999966144562
17,Qwen 2.5 3B Instruct,structured-output,false,9,0,9,18,true,628.0,945.2999966144562
17,Qwen 2.5 3B Instruct,zero-shot,false,9,0,9,18,true,318.0,945.2999966144562
18,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,0,0,17,true,,149153.60000145435
18,Gemma-SEA-LION v4 4B,few-shot,false,7,3,4,17,true,3254.0,149153.60000145435
18,Gemma-SEA-LION v4 4B,structured-output,false,10,3,7,17,true,1853.0,149153.60000145435
18,Gemma-SEA-LION v4 4B,zero-shot,false,9,2,7,17,true,1780.0,149153.60000145435
18,Llama 3.2 3B Instruct,chain-of-thought,false,0,0,0,17,true,,149153.60000145435
18,Llama 3.2 3B Instruct,few-shot,false,10,2,8,17,true,341.0,149153.60000145435
18,Llama 3.2 3B Instruct,structured-output,false,0,0,0,17,true,,149153.60000145435
18,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,17,true,,149153.60000145435
18,MedGemma 4B,chain-of-thought,false,12,4,8,17,true,4560.0,149153.60000145435
18,MedGemma 4B,few-shot,false,8,3,5,17,true,3910.0,149153.60000145435
18,MedGemma 4B,structured-output,false,12,4,8,17,true,3500.0,149153.60000145435
18,MedGemma 4B,zero-shot,false,11,3,8,17,true,2760.0,149153.60000145435
18,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,149153.60000145435
18,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,17,true,,149153.60000145435
18,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,17,true,0.0,149153.60000145435
18,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,17,true,0.0,149153.60000145435
18,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,149153.60000145435
18,Qwen 2.5 3B Instruct,few-shot,false,9,3,6,17,true,2456.0,149153.60000145435
18,Qwen 2.5 3B Instruct,structured-output,false,5,0,5,17,true,256.0,149153.60000145435
18,Qwen 2.5 3B Instruct,zero-shot,false,5,0,5,17,true,345.7,149153.60000145435
19,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,2,9,17,true,2489.0,4526.200004577637
19,Gemma-SEA-LION v4 4B,few-shot,false,0,0,0,17,true,,4526.200004577637
19,Gemma-SEA-LION v4 4B,structured-output,false,10,2,8,17,true,1465.0,4526.200004577637
19,Gemma-SEA-LION v4 4B,zero-shot,false,10,2,8,17,true,1430.0,4526.200004577637
19,Llama 3.2 3B Instruct,chain-of-thought,false,7,2,5,17,true,,4526.200004577637
19,Llama 3.2 3B Instruct,few-shot,false,8,2,6,17,true,434.9,4526.200004577637
19,Llama 3.2 3B Instruct,structured-output,false,0,0,0,17,true,,4526.200004577637
19,Llama 3.2 3B Instruct,zero-shot,false,8,2,6,17,true,120.8,4526.200004577637
19,MedGemma 4B,chain-of-thought,false,2,0,2,17,true,,4526.200004577637
19,MedGemma 4B,few-shot,false,12,2,10,17,true,1670.0,4526.200004577637
19,MedGemma 4B,structured-output,false,13,2,11,17,true,1500.0,4526.200004577637
19,MedGemma 4B,zero-shot,false,10,2,8,17,true,1460.0,4526.200004577637
19,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,4526.200004577637
19,Phi-4-mini 3.8B Instruct,few-shot,false,6,0,6,17,true,580.5,4526.200004577637
19,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,17,true,0.0,4526.200004577637
19,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,17,true,0.0,4526.200004577637
19,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,4526.200004577637
19,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,17,true,,4526.200004577637
19,Qwen 2.5 3B Instruct,structured-output,false,0,0,0,17,true,,4526.200004577637
19,Qwen 2.5 3B Instruct,zero-shot,false,9,2,7,17,true,629.3,4526.200004577637
20,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,1,10,17,true,450.0,1969.4000005722046
20,Gemma-SEA-LION v4 4B,few-shot,false,0,0,0,17,true,,1969.4000005722046
20,Gemma-SEA-LION v4 4B,structured-output,false,11,2,9,17,true,2685.0,1969.4000005722046
20,Gemma-SEA-LION v4 4B,zero-shot,false,10,1,9,17,true,785.0,1969.4000005722046
20,Llama 3.2 3B Instruct,chain-of-thought,false,8,1,7,17,true,,1969.4000005722046
20,Llama 3.2 3B Instruct,few-shot,false,9,2,7,17,true,542.0,1969.4000005722046
20,Llama 3.2 3B Instruct,structured-output,false,0,0,0,17,true,,1969.4000005722046
20,Llama 3.2 3B Instruct,zero-shot,false,11,2,9,17,true,1232.5,1969.4000005722046
20,MedGemma 4B,chain-of-thought,false,13,2,11,17,true,650.0,1969.4000005722046
20,MedGemma 4B,few-shot,false,12,2,10,17,true,650.0,1969.4000005722046
20,MedGemma 4B,structured-output,false,13,2,11,17,true,350.0,1969.4000005722046
20,MedGemma 4B,zero-shot,false,14,2,12,17,true,3560.0,1969.4000005722046
20,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,1969.4000005722046
20,Phi-4-mini 3.8B Instruct,few-shot,false,17,1,16,17,true,,1969.4000005722046
20,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,17,true,0.0,1969.4000005722046
20,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,17,true,0.0,1969.4000005722046
20,Qwen 2.5 3B Instruct,chain-of-thought,false,8,1,7,17,true,236.1,1969.4000005722046
20,Qwen 2.5 3B Instruct,few-shot,false,6,1,5,17,true,103.7,1969.4000005722046
20,Qwen 2.5 3B Instruct,structured-output,false,0,0,0,17,true,,1969.4000005722046
20,Qwen 2.5 3B Instruct,zero-shot,false,18,0,18,17,true,,1969.4000005722046
21,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,0,0,13,true,,4713.30001449585
21,Gemma-SEA-LION v4 4B,few-shot,false,6,5,1,13,true,1687.0,4713.30001449585
21,Gemma-SEA-LION v4 4B,structured-output,false,7,7,0,13,true,2835.0,4713.30001449585
21,Gemma-SEA-LION v4 4B,zero-shot,false,10,9,1,13,true,2358.0,4713.30001449585
21,Llama 3.2 3B Instruct,chain-of-thought,false,0,0,0,13,true,,4713.30001449585
21,Llama 3.2 3B Instruct,few-shot,false,7,7,0,13,true,341.0,4713.30001449585
21,Llama 3.2 3B Instruct,structured-output,false,0,0,0,13,true,,4713.30001449585
21,Llama 3.2 3B Instruct,zero-shot,false,0,0,0,13,true,,4713.30001449585
21,MedGemma 4B,chain-of-thought,false,13,12,1,13,true,2860.0,4713.30001449585
21,MedGemma 4B,few-shot,false,9,8,1,13,true,3450.0,4713.30001449585
21,MedGemma 4B,structured-output,false,17,6,11,13,true,,4713.30001449585
21,MedGemma 4B,zero-shot,false,10,9,1,13,true,2500.0,4713.30001449585
21,Phi-4-mini 3.8B Instruct,chain-of-thought,false,0,0,0,13,true,,4713.30001449585
21,Phi-4-mini 3.8B Instruct,few-shot,false,9,9,0,13,true,789.4,4713.30001449585
21,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,13,true,0.0,4713.30001449585
21,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,13,true,0.0,4713.30001449585
21,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,13,true,0.0,4713.30001449585
21,Qwen 2.5 3B Instruct,few-shot,false,7,4,3,13,true,245.0,4713.30001449585
21,Qwen 2.5 3B Instruct,structured-output,false,4,3,1,13,true,46.5,4713.30001449585
21,Qwen 2.5 3B Instruct,zero-shot,false,6,5,1,13,true,873.6,4713.30001449585
22,Gemma-SEA-LION v4 4B,chain-of-thought,false,10,9,1,15,true,791.0,738.9000034332275
22,Gemma-SEA-LION v4 4B,few-shot,false,11,10,1,15,true,1479.0,738.9000034332275
22,Gemma-SEA-LION v4 4B,structured-output,false,0,0,0,15,true,,738.9000034332275
22,Gemma-SEA-LION v4 4B,zero-shot,false,11,10,1,15,true,1260.0,738.9000034332275
22,Llama 3.2 3B Instruct,chain-of-thought,false,6,4,2,15,true,,738.9000034332275
22,Llama 3.2 3B Instruct,few-shot,false,10,8,2,15,true,542.0,738.9000034332275
22,Llama 3.2 3B Instruct,structured-output,false,11,8,3,15,true,240.8,738.9000034332275
22,Llama 3.2 3B Instruct,zero-shot,false,20,0,20,15,true,,738.9000034332275
22,MedGemma 4B,chain-of-thought,false,13,10,3,15,true,1450.0,738.9000034332275
22,MedGemma 4B,few-shot,false,11,10,1,15,true,3460.0,738.9000034332275
22,MedGemma 4B,structured-output,false,10,9,1,15,true,760.0,738.9000034332275
22,MedGemma 4B,zero-shot,false,13,12,1,15,true,3500.0,738.9000034332275
22,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,15,true,0.0,738.9000034332275
22,Phi-4-mini 3.8B Instruct,few-shot,false,9,6,3,15,true,1206.0,738.9000034332275
22,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,15,true,0.0,738.9000034332275
22,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,15,true,0.0,738.9000034332275
22,Qwen 2.5 3B Instruct,chain-of-thought,false,11,8,3,15,true,249.8,738.9000034332275
22,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,15,true,,738.9000034332275
22,Qwen 2.5 3B Instruct,structured-output,false,0,0,0,15,true,,738.9000034332275
22,Qwen 2.5 3B Instruct,zero-shot,false,9,7,2,15,true,135.2,738.9000034332275
23,Gemma-SEA-LION v4 4B,chain-of-thought,false,0,0,0,15,true,,536.8000018596649
23,Gemma-SEA-LION v4 4B,few-shot,false,0,0,0,15,true,,536.8000018596649
23,Gemma-SEA-LION v4 4B,structured-output,false,0,0,0,15,true,,536.8000018596649
23,Gemma-SEA-LION v4 4B,zero-shot,false,0,0,0,15,true,,536.8000018596649
23,Llama 3.2 3B Instruct,chain-of-thought,false,2,2,0,15,true,,536.8000018596649
23,Llama 3.2 3B Instruct,few-shot,false,9,9,0,15,true,542.0,536.8000018596649
23,Llama 3.2 3B Instruct,structured-output,false,0,0,0,15,true,,536.8000018596649
23,Llama 3.2 3B Instruct,zero-shot,false,9,8,1,15,true,444.8,536.8000018596649
23,MedGemma 4B,chain-of-thought,false,17,13,4,15,true,,536.8000018596649
23,MedGemma 4B,few-shot,false,15,13,2,15,true,,536.8000018596649
23,MedGemma 4B,structured-output,false,12,10,2,15,true,450.0,536.8000018596649
23,MedGemma 4B,zero-shot,false,17,13,4,15,true,,536.8000018596649
23,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,15,true,0.0,536.8000018596649
23,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,15,true,,536.8000018596649
23,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,15,true,0.0,536.8000018596649
23,Phi-4-mini 3.8B Instruct,zero-shot,false,14,8,6,15,true,486.0,536.8000018596649
23,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,15,true,0.0,536.8000018596649
23,Qwen 2.5 3B Instruct,few-shot,false,9,9,0,15,true,649.8,536.8000018596649
23,Qwen 2.5 3B Instruct,structured-output,false,0,0,0,15,true,,536.8000018596649
23,Qwen 2.5 3B Instruct,zero-shot,false,11,10,1,15,true,628.7,536.8000018596649
24,Gemma-SEA-LION v4 4B,chain-of-thought,false,3,3,0,3,true,1345.0,2855.800003051758
24,Gemma-SEA-LION v4 4B,few-shot,false,3,3,0,3,true,930.0,2855.800003051758
24,Gemma-SEA-LION v4 4B,structured-output,false,3,0,3,3,true,1748.0,2855.800003051758
24,Gemma-SEA-LION v4 4B,zero-shot,false,3,3,0,3,true,1008.0,2855.800003051758
24,Llama 3.2 3B Instruct,chain-of-thought,false,3,0,3,3,true,275.0,2855.800003051758
24,Llama 3.2 3B Instruct,few-shot,false,3,3,0,3,true,540.0,2855.800003051758
24,Llama 3.2 3B Instruct,structured-output,false,3,3,0,3,true,1920.0,2855.800003051758
24,Llama 3.2 3B Instruct,zero-shot,false,3,3,0,3,true,0.0,2855.800003051758
24,MedGemma 4B,chain-of-thought,false,3,3,0,3,true,550.0,2855.800003051758
24,MedGemma 4B,few-shot,false,3,3,0,3,true,800.0,2855.800003051758
24,MedGemma 4B,structured-output,false,3,0,3,3,true,600.0,2855.800003051758
24,MedGemma 4B,zero-shot,false,3,3,0,3,true,700.0,2855.800003051758
24,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,3,true,0.0,2855.800003051758
24,Phi-4-mini 3.8B Instruct,few-shot,false,3,3,0,3,true,742.0,2855.800003051758
24,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,3,true,0.0,2855.800003051758
24,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,3,true,0.0,2855.800003051758
24,Qwen 2.5 3B Instruct,chain-of-thought,false,3,0,3,3,true,258.3,2855.800003051758
24,Qwen 2.5 3B Instruct,few-shot,false,3,3,0,3,true,284.0,2855.800003051758
24,Qwen 2.5 3B Instruct,structured-output,false,3,3,0,3,true,154.3,2855.800003051758
24,Qwen 2.5 3B Instruct,zero-shot,false,3,3,0,3,true,235.0,2855.800003051758
25,Gemma-SEA-LION v4 4B,chain-of-thought,false,13,4,9,16,true,1340.0,793.6999994516373
25,Gemma-SEA-LION v4 4B,few-shot,false,12,9,3,16,true,1257.0,793.6999994516373
25,Gemma-SEA-LION v4 4B,structured-output,false,13,5,8,16,true,980.0,793.6999994516373
25,Gemma-SEA-LION v4 4B,zero-shot,false,13,8,5,16,true,480.0,793.6999994516373
25,Llama 3.2 3B Instruct,chain-of-thought,false,8,2,6,16,true,,793.6999994516373
25,Llama 3.2 3B Instruct,few-shot,false,8,6,2,16,true,542.0,793.6999994516373
25,Llama 3.2 3B Instruct,structured-output,false,0,0,0,16,true,,793.6999994516373
25,Llama 3.2 3B Instruct,zero-shot,false,8,7,1,16,true,1508.2,793.6999994516373
25,MedGemma 4B,chain-of-thought,false,17,11,6,16,true,,793.6999994516373
25,MedGemma 4B,few-shot,false,13,9,4,16,true,2460.0,793.6999994516373
25,MedGemma 4B,structured-output,false,13,9,4,16,true,1360.0,793.6999994516373
25,MedGemma 4B,zero-shot,false,17,12,5,16,true,,793.6999994516373
25,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,16,true,0.0,793.6999994516373
25,Phi-4-mini 3.8B Instruct,few-shot,false,18,16,2,16,true,,793.6999994516373
25,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,16,true,0.0,793.6999994516373
25,Phi-4-mini 3.8B Instruct,zero-shot,false,10,8,2,16,true,522.0,793.6999994516373
25,Qwen 2.5 3B Instruct,chain-of-thought,false,9,7,2,16,true,457.8,793.6999994516373
25,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,16,true,,793.6999994516373
25,Qwen 2.5 3B Instruct,structured-output,false,8,4,4,16,true,489.4,793.6999994516373
25,Qwen 2.5 3B Instruct,zero-shot,false,7,4,3,16,true,687.5,793.6999994516373
26,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,11,0,12,true,1483.0,2396.7999963760376
26,Gemma-SEA-LION v4 4B,few-shot,false,11,11,0,12,true,1876.0,2396.7999963760376
26,Gemma-SEA-LION v4 4B,structured-output,false,10,10,0,12,true,1436.0,2396.7999963760376
26,Gemma-SEA-LION v4 4B,zero-shot,false,10,10,0,12,true,947.0,2396.7999963760376
26,Llama 3.2 3B Instruct,chain-of-thought,false,0,0,0,12,true,,2396.7999963760376
26,Llama 3.2 3B Instruct,few-shot,false,9,8,1,12,true,432.0,2396.7999963760376
26,Llama 3.2 3B Instruct,structured-output,false,0,0,0,12,true,,2396.7999963760376
26,Llama 3.2 3B Instruct,zero-shot,false,10,9,1,12,true,10351.4,2396.7999963760376
26,MedGemma 4B,chain-of-thought,false,12,11,1,12,true,3500.0,2396.7999963760376
26,MedGemma 4B,few-shot,false,11,10,1,12,true,2756.0,2396.7999963760376
26,MedGemma 4B,structured-output,false,10,6,4,12,true,1670.0,2396.7999963760376
26,MedGemma 4B,zero-shot,false,11,10,1,12,true,3500.0,2396.7999963760376
26,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,12,true,0.0,2396.7999963760376
26,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,12,true,,2396.7999963760376
26,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,12,true,0.0,2396.7999963760376
26,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,12,true,,2396.7999963760376
26,Qwen 2.5 3B Instruct,chain-of-thought,false,2,0,2,12,true,125.8,2396.7999963760376
26,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,12,true,,2396.7999963760376
26,Qwen 2.5 3B Instruct,structured-output,false,8,0,8,12,true,469.2,2396.7999963760376
26,Qwen 2.5 3B Instruct,zero-shot,false,9,0,9,12,true,297.5,2396.7999963760376
27,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,10,1,15,true,793.7,383.0999994277954
27,Gemma-SEA-LION v4 4B,few-shot,false,14,11,3,15,true,457.0,383.0999994277954
27,Gemma-SEA-LION v4 4B,structured-output,false,9,8,1,15,true,835.0,383.0999994277954
27,Gemma-SEA-LION v4 4B,zero-shot,false,9,9,0,15,true,780.0,383.0999994277954
27,Llama 3.2 3B Instruct,chain-of-thought,false,1,1,0,15,true,,383.0999994277954
27,Llama 3.2 3B Instruct,few-shot,false,10,9,1,15,true,442.0,383.0999994277954
27,Llama 3.2 3B Instruct,structured-output,false,9,0,9,15,true,1032.8,383.0999994277954
27,Llama 3.2 3B Instruct,zero-shot,false,18,3,15,15,true,,383.0999994277954
27,MedGemma 4B,chain-of-thought,false,17,14,3,15,true,,383.0999994277954
27,MedGemma 4B,few-shot,false,15,13,2,15,true,,383.0999994277954
27,MedGemma 4B,structured-output,false,12,10,2,15,true,460.0,383.0999994277954
27,MedGemma 4B,zero-shot,false,12,11,1,15,true,350.0,383.0999994277954
27,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,15,true,0.0,383.0999994277954
27,Phi-4-mini 3.8B Instruct,few-shot,false,10,6,4,15,true,872.8,383.0999994277954
27,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,15,true,0.0,383.0999994277954
27,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,15,true,,383.0999994277954
27,Qwen 2.5 3B Instruct,chain-of-thought,false,11,1,10,15,true,251.4,383.0999994277954
27,Qwen 2.5 3B Instruct,few-shot,false,0,0,0,15,true,,383.0999994277954
27,Qwen 2.5 3B Instruct,structured-output,false,8,4,4,15,true,476.3,383.0999994277954
27,Qwen 2.5 3B Instruct,zero-shot,false,11,7,4,15,true,348.6,383.0999994277954
28,Gemma-SEA-LION v4 4B,chain-of-thought,false,14,11,3,20,true,2786.0,3348.600016117096
28,Gemma-SEA-LION v4 4B,few-shot,false,11,10,1,20,true,3871.0,3348.600016117096
28,Gemma-SEA-LION v4 4B,structured-output,false,7,6,1,20,true,1492.0,3348.600016117096
28,Gemma-SEA-LION v4 4B,zero-shot,false,12,11,1,20,true,1879.0,3348.600016117096
28,Llama 3.2 3B Instruct,chain-of-thought,false,5,3,2,20,true,,3348.600016117096
28,Llama 3.2 3B Instruct,few-shot,false,18,15,3,20,true,,3348.600016117096
28,Llama 3.2 3B Instruct,structured-output,false,12,10,2,20,true,1241.8,3348.600016117096
28,Llama 3.2 3B Instruct,zero-shot,false,13,11,2,20,true,3845.9,3348.600016117096
28,MedGemma 4B,chain-of-thought,false,16,15,1,20,true,3500.0,3348.600016117096
28,MedGemma 4B,few-shot,false,15,14,1,20,true,,3348.600016117096
28,MedGemma 4B,structured-output,false,16,15,1,20,true,,3348.600016117096
28,MedGemma 4B,zero-shot,false,16,14,2,20,true,,3348.600016117096
28,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,20,true,0.0,3348.600016117096
28,Phi-4-mini 3.8B Instruct,few-shot,false,15,10,5,20,true,2947.4,3348.600016117096
28,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,20,true,0.0,3348.600016117096
28,Phi-4-mini 3.8B Instruct,zero-shot,false,13,10,3,20,true,2569.7,3348.600016117096
28,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,20,true,0.0,3348.600016117096
28,Qwen 2.5 3B Instruct,few-shot,false,11,8,3,20,true,867.0,3348.600016117096
28,Qwen 2.5 3B Instruct,structured-output,false,3,1,2,20,true,529.7,3348.600016117096
28,Qwen 2.5 3B Instruct,zero-shot,false,1,0,1,20,true,0.0,3348.600016117096
29,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,13,2,17,true,,1745.7999930381775
29,Gemma-SEA-LION v4 4B,few-shot,false,15,13,2,17,true,,1745.7999930381775
29,Gemma-SEA-LION v4 4B,structured-output,false,15,14,1,17,true,1265.0,1745.7999930381775
29,Gemma-SEA-LION v4 4B,zero-shot,false,16,14,2,17,true,,1745.7999930381775
29,Llama 3.2 3B Instruct,chain-of-thought,false,6,6,0,17,true,,1745.7999930381775
29,Llama 3.2 3B Instruct,few-shot,false,16,14,2,17,true,542.0,1745.7999930381775
29,Llama 3.2 3B Instruct,structured-output,false,16,13,3,17,true,1622.8,1745.7999930381775
29,Llama 3.2 3B Instruct,zero-shot,false,15,13,2,17,true,1044.8,1745.7999930381775
29,MedGemma 4B,chain-of-thought,false,16,13,3,17,true,,1745.7999930381775
29,MedGemma 4B,few-shot,false,15,11,4,17,true,,1745.7999930381775
29,MedGemma 4B,structured-output,false,16,0,16,17,true,,1745.7999930381775
29,MedGemma 4B,zero-shot,false,16,13,3,17,true,,1745.7999930381775
29,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,1745.7999930381775
29,Phi-4-mini 3.8B Instruct,few-shot,false,16,8,8,17,true,2249.3,1745.7999930381775
29,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,17,true,0.0,1745.7999930381775
29,Phi-4-mini 3.8B Instruct,zero-shot,false,0,0,0,17,true,,1745.7999930381775
29,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,17,true,0.0,1745.7999930381775
29,Qwen 2.5 3B Instruct,few-shot,false,17,8,9,17,true,,1745.7999930381775
29,Qwen 2.5 3B Instruct,structured-output,false,15,1,14,17,true,523.7,1745.7999930381775
29,Qwen 2.5 3B Instruct,zero-shot,false,10,0,10,17,true,276.8,1745.7999930381775
30,Gemma-SEA-LION v4 4B,chain-of-thought,false,3,2,1,2,true,1200.0,286.5
30,Gemma-SEA-LION v4 4B,few-shot,false,3,2,1,2,true,834.0,286.5
30,Gemma-SEA-LION v4 4B,structured-output,false,2,2,0,2,true,393.8,286.5
30,Gemma-SEA-LION v4 4B,zero-shot,false,3,2,1,2,true,557.6,286.5
30,Llama 3.2 3B Instruct,chain-of-thought,false,4,2,2,2,true,10330.0,286.5
30,Llama 3.2 3B Instruct,few-shot,false,2,2,0,2,true,548.0,286.5
30,Llama 3.2 3B Instruct,structured-output,false,2,2,0,2,true,300.0,286.5
30,Llama 3.2 3B Instruct,zero-shot,false,4,0,4,2,true,0.0,286.5
30,MedGemma 4B,chain-of-thought,false,4,2,2,2,true,800.0,286.5
30,MedGemma 4B,few-shot,false,2,2,0,2,true,800.0,286.5
30,MedGemma 4B,structured-output,false,2,2,0,2,true,550.0,286.5
30,MedGemma 4B,zero-shot,false,4,2,2,2,true,1250.0,286.5
30,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1,0,1,2,true,0.0,286.5
30,Phi-4-mini 3.8B Instruct,few-shot,false,0,0,0,2,true,,286.5
30,Phi-4-mini 3.8B Instruct,structured-output,false,1,0,1,2,true,0.0,286.5
30,Phi-4-mini 3.8B Instruct,zero-shot,false,1,0,1,2,true,0.0,286.5
30,Qwen 2.5 3B Instruct,chain-of-thought,false,1,0,1,2,true,0.0,286.5
