experiment_id,transcript_id,video_id,model_name,technique_name,rag_enabled,gt_name_original,gt_name_en,gt_unit_original,gt_unit_en,pred_name_original,pred_name_en,pred_unit_original,pred_unit_en
94,44,44,Llama 3.2 3B Instruct,few-shot,false,garam,salt,,,garam,salt,secukup rasa,to taste
94,44,44,Llama 3.2 3B Instruct,few-shot,false,garam,salt,,,garam,salt,secukup rasa,to taste
94,44,44,Llama 3.2 3B Instruct,few-shot,false,pisang,banana,biji,,pisang,banana,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,pisang,banana,,,pisang,banana,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,oats,oats,cawan,,oats,oatmeal,cawan,cup
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,biji,,telur,egg,biji,piece
94,44,44,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
95,45,45,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
95,45,45,Llama 3.2 3B Instruct,few-shot,false,telur,egg,,,telur,egg,biji,piece
95,45,45,Llama 3.2 3B Instruct,few-shot,false,pisang,banana,,,pisang,banana,ulam,cup
95,45,45,Llama 3.2 3B Instruct,few-shot,false,pisang,banana,,,pisang,banana,ulam,cup
95,45,45,Llama 3.2 3B Instruct,few-shot,false,roti paratha,paratha bread,keping,,roti paratha,paratha bread,secukup rasa,to taste
95,45,45,Llama 3.2 3B Instruct,few-shot,false,,,,,hazelnut,hazelnut,secukup rasa,to taste
95,45,45,Llama 3.2 3B Instruct,few-shot,false,,,,,matcha,matcha powder,secukup rasa,to taste
95,45,45,Llama 3.2 3B Instruct,few-shot,false,susu pekat,condensed milk,,,susu pekat,peanut butter,secukup rasa,to taste
95,45,45,Llama 3.2 3B Instruct,few-shot,false,,,,,minyak gamat,coconut oil,secukup rasa,to taste
96,46,46,Llama 3.2 3B Instruct,few-shot,false,pisang,banana,biji,,pisang,banana,biji,piece
96,46,46,Llama 3.2 3B Instruct,few-shot,false,pisang,banana,,,pisang,banana,biji,piece
96,46,46,Llama 3.2 3B Instruct,few-shot,false,tepung gandum,wheat flour,cawan,,tepung gandum,all-purpose flour,cawan,cup
96,46,46,Llama 3.2 3B Instruct,few-shot,false,tepung gandum,wheat flour,cawan,,tepung gandum,all-purpose flour,cawan,cup
96,46,46,Llama 3.2 3B Instruct,few-shot,false,baking powder,baking powder,sudu_kecil,,baking powder,baking powder,sudu kecil,teaspoon
96,46,46,Llama 3.2 3B Instruct,few-shot,false,butter,butter,blok,,butter,butter,blok,block
96,46,46,Llama 3.2 3B Instruct,few-shot,false,coklat cip,chocolate chips,cawan,,coklat cip,chocolate chips,cawan,cup
96,46,46,Llama 3.2 3B Instruct,few-shot,false,coklat cip,chocolate chips,,,coklat cip,chocolate chips,cawan,cup
96,46,46,Llama 3.2 3B Instruct,few-shot,false,,,,,F&N creamer,cream,tin,can
96,46,46,Llama 3.2 3B Instruct,few-shot,false,susu pekat,condensed milk,cawan,,susu pekat,peanut butter,blok,block
96,46,46,Llama 3.2 3B Instruct,few-shot,false,susu pekat,condensed milk,tin,,susu pekat,peanut butter,blok,block
96,46,46,Llama 3.2 3B Instruct,few-shot,false,esen vanilla,vanilla essence,sudu_kecil,,Esen Vanilla,vanilla extract,sudu kecil,teaspoon
96,46,46,Llama 3.2 3B Instruct,few-shot,false,esen vanilla,vanilla essence,sudu_kecil,,Esen Vanilla,vanilla extract,sudu kecil,teaspoon
97,47,47,Llama 3.2 3B Instruct,few-shot,false,limau nipis,lime,biji,,limau nipis,lemon,biji,piece
97,47,47,Llama 3.2 3B Instruct,few-shot,false,limau nipis,lime,,,limau nipis,lemon,biji,piece
97,47,47,Llama 3.2 3B Instruct,few-shot,false,susu pekat,condensed milk,,,susu pekat,peanut butter,secukup rasa,to taste
97,47,47,Llama 3.2 3B Instruct,few-shot,false,,,,,F&N fruitade,fruit juice,secukup rasa,to taste
97,47,47,Llama 3.2 3B Instruct,few-shot,false,susu cair,evaporated milk,,,susu cair,milk,secukup rasa,to taste
97,47,47,Llama 3.2 3B Instruct,few-shot,false,susu cair,evaporated milk,,,susu cair,milk,secukup rasa,to taste
97,47,47,Llama 3.2 3B Instruct,few-shot,false,nata de coco,nata de coco,,,nata de coco,coconut gel,ketul,cup
97,47,47,Llama 3.2 3B Instruct,few-shot,false,buah laici,lychee,,,buah laici,kiwi,secukup rasa,to taste
98,48,48,Llama 3.2 3B Instruct,few-shot,false,air yogurt,drinkable yogurt,,,air yogurt,yogurt,botol,bottle
98,48,48,Llama 3.2 3B Instruct,few-shot,false,air mineral sparkling,sparkling water,,,air mineral sparkling,mineral water,botol,bottle
98,48,48,Llama 3.2 3B Instruct,few-shot,false,buah naga,dragon fruit,,,buah naga,pineapple,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,buah naga,dragon fruit,,,buah naga,pineapple,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,buah laici,lychee,,,buah laici,kiwi,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,buah laici,lychee,,,buah laici,kiwi,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,buah cocktail,fruit cocktail,,,buah cocktail,fruit cocktail,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,Sunquick orange,Sunquick orange,,,sunquick orange,orange puree,botol,bottle
98,48,48,Llama 3.2 3B Instruct,few-shot,false,,,,,sunquick jambu merah,strawberry puree,botol,bottle
98,48,48,Llama 3.2 3B Instruct,few-shot,false,susu cair,evaporated milk,,,susu cair,milk,botol,bottle
98,48,48,Llama 3.2 3B Instruct,few-shot,false,susu cair,evaporated milk,,,susu cair,milk,botol,bottle
98,48,48,Llama 3.2 3B Instruct,few-shot,false,apple hijau,green apple,,,apple hijau,green apple,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,apple hijau,green apple,,,apple hijau,green apple,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,daun pudina,mint leaves,,,daun pudina,pudina leaves,biji,piece
98,48,48,Llama 3.2 3B Instruct,few-shot,false,,,,,limau kasturi asam boy,lime juice,biji,piece
99,49,49,Llama 3.2 3B Instruct,few-shot,false,daging cincang,minced beef,,,daging cincang,ground beef,gram,grams
99,49,49,Llama 3.2 3B Instruct,few-shot,false,,,,,ramly,frozen beef,biji,piece
99,49,49,Llama 3.2 3B Instruct,few-shot,false,black pepper,black pepper,,,black pepper,black pepper,ulas,teaspoon
99,49,49,Llama 3.2 3B Instruct,few-shot,false,black pepper,black pepper,,,black pepper,black pepper,ulas,teaspoon
99,49,49,Llama 3.2 3B Instruct,few-shot,false,wrap,tortilla wrap,keping,,wrap,tortilla wrap,pinggan,cup
99,49,49,Llama 3.2 3B Instruct,few-shot,false,tomato,tomato,,,tomato,tomato,biji,piece
99,49,49,Llama 3.2 3B Instruct,few-shot,false,tomato,tomato,,,tomato,tomato,biji,piece
99,49,49,Llama 3.2 3B Instruct,few-shot,false,lettuce,lettuce,,,lettuce,lettuce,biji,piece
99,49,49,Llama 3.2 3B Instruct,few-shot,false,lettuce,lettuce,,,lettuce,lettuce,biji,piece
99,49,49,Llama 3.2 3B Instruct,few-shot,false,chili sauce,chili sauce,,,chili sauce,chili sauce,ulas,teaspoon
99,49,49,Llama 3.2 3B Instruct,few-shot,false,white sauce,white sauce,,,white sauce,white sauce,sudu,tablespoon
99,49,49,Llama 3.2 3B Instruct,few-shot,false,bawang putih,garlic,ulas,,bawang putih,garlic,ulas,teaspoon
99,49,49,Llama 3.2 3B Instruct,few-shot,false,jintan putih,cumin,,,jintan putih,cumin,ulas,teaspoon
100,50,50,Llama 3.2 3B Instruct,few-shot,false,,,,,nenas,strawberry,biji,piece
100,50,50,Llama 3.2 3B Instruct,few-shot,false,santan,coconut milk,kotak,,santan,coconut milk,kotak kecil,small container
100,50,50,Llama 3.2 3B Instruct,few-shot,false,santan,coconut milk,,,santan,coconut milk,kotak kecil,small container
100,50,50,Llama 3.2 3B Instruct,few-shot,false,,,,,air F&N strawberry,F&N strawberry soda,,
100,50,50,Llama 3.2 3B Instruct,few-shot,false,F&N Ice Cream Soda,ice cream soda,,,air F&N ice cream soda,F&N ice cream soda,,
100,50,50,Llama 3.2 3B Instruct,few-shot,false,,,,,limau,lime,kasturi,lime wedge
100,50,50,Llama 3.2 3B Instruct,few-shot,false,gula melaka,palm sugar,,,gula melaka,palm sugar,sikit,small amount
101,1,1,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
102,2,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,cawan,cup
102,2,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,cawan,cup
102,2,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,paket,packet
102,2,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,biji,egg
102,2,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,cawan,cup
102,2,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,sudu kecil,teaspoon
102,2,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,sudu,tablespoon
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,Lala,Clam,,,Lala,Lamb's Meat,,
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,Cili Padi,Bird's Eye Chilli,biji,,Cili Padi,Chilies,,
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Lada,Pepper,,
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,Bawang Merah,Red Onion,biji,,Bawang Merah,Red Onion,,
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Ulas Bawang Putih,Garlic Cloves,,
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,Akar Ketumbar,Coriander Root,,,Akar Ketumbar,Kaffir Lime Leaves,,
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,Serai,Lemongrass,batang,,Serai,Lemongrass,,
103,3,3,Llama 3.2 3B Instruct,chain-of-thought,false,Serai,Lemongrass,batang,,Serai,Lemongrass,,
104,4,4,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Ayam,Chicken,,
104,4,4,Llama 3.2 3B Instruct,chain-of-thought,false,Tepung Bestari,Seasoned Flour Mix,cawan,,Tepung Bestari,All-purpose flour,,
104,4,4,Llama 3.2 3B Instruct,chain-of-thought,false,Tepung Bestari,Seasoned Flour Mix,,,Tepung Bestari,All-purpose flour,,
105,5,5,Llama 3.2 3B Instruct,chain-of-thought,false,Ayam,Chicken,,,,Chicken,,
105,5,5,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Thai Sauce,sudu besar,tablespoon
105,5,5,Llama 3.2 3B Instruct,chain-of-thought,false,Black Pepper,Black Pepper,,,,Black Pepper,secukup rasa,
106,6,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
106,6,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
106,6,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
106,6,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
106,6,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
106,6,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
106,6,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
107,7,7,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,sugar,,
107,7,7,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,chocolate,,
107,7,7,Llama 3.2 3B Instruct,chain-of-thought,false,Biskut,Biscuit,,,,biscuit,,
109,9,9,Llama 3.2 3B Instruct,chain-of-thought,false,Pisang,Banana,,,,Pisang,biji,whole item
109,9,9,Llama 3.2 3B Instruct,chain-of-thought,false,Pisang,Banana,biji,,,Pisang,biji,whole item
109,9,9,Llama 3.2 3B Instruct,chain-of-thought,false,Gula Melaka,Palm Sugar,,,,Gula Melaka,ketul,piece
109,9,9,Llama 3.2 3B Instruct,chain-of-thought,false,Sagu,Sago,,,,Sagu,pinggan,plate
109,9,9,Llama 3.2 3B Instruct,chain-of-thought,false,Air,Water,cawan,,,Air,cawan,cup
109,9,9,Llama 3.2 3B Instruct,chain-of-thought,false,Garam,Salt,,,,Garam,secukup rasa,to taste
111,11,11,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Milk,tin,
111,11,11,Llama 3.2 3B Instruct,chain-of-thought,false,fresh milk,Fresh Milk,cawan,,,Fresh Milk,cawan,
111,11,11,Llama 3.2 3B Instruct,chain-of-thought,false,air,Water,cawan,,,Water,cawan,
111,11,11,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Condensed Milk,cawan,
111,11,11,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Agar-agar,gram,
111,11,11,Llama 3.2 3B Instruct,chain-of-thought,false,buah naga,Dragon Fruit ,biji,,,Dragon Fruit,gram,
112,12,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Telur,Egg,,
112,12,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Gula,Sugar,,
112,12,12,Llama 3.2 3B Instruct,chain-of-thought,false,minyak masak,cooking oil,,,Minyak Masak,Oil,,
112,12,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Fresh Milk or Full Cream Milk,Milk,,
112,12,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Tepung Gandum,Wheat Flour,,
112,12,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Penutup Esen Vanila,Vanilla Extract,,
113,13,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Bihun,Rice Noodles,,
113,13,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Bawang Merah,Garlic,,
113,13,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Ulas Bawang Putih,Clove of Garlic,,
113,13,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Ikan Bilis,Dried Fish Paste,,
113,13,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Cili Kisar,Chilies,,
113,13,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Sos Tiram,Soy Sauce,,
113,13,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Kicap Manis,Sweet Soy Sauce,,
114,14,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
114,14,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
114,14,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
114,14,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
114,14,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
116,16,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
116,16,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
116,16,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
116,16,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
116,16,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
119,19,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Bawang Merah,Garlic,ulas,clove of garlic
119,19,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Daun Kucai,Kale,,
119,19,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Lada Besar,Larger Chili Peppers,,
119,19,19,Llama 3.2 3B Instruct,chain-of-thought,false,tepung gandum,wheat flour,cawan ,,Tepung Gandum,Wheat Flour,cawan,cup
119,19,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Pati Ayam,Egg White Powder,cube,cube
119,19,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Ikan Bilis,Dried Fish,biji,egg or whole item
119,19,19,Llama 3.2 3B Instruct,chain-of-thought,false,garam biasa,salt,,,Garam,Salt,,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,kacang tanah,peanuts,kilogram,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,bawang merah,red onions,null ,,bawang merah,onions,,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,serai,lemongrass,,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,lengkuas,galangal,,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,buah keras,dried fruit,,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,ulas bawang putih,garlic cloves,,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,udang kering,dried shrimp,,
120,20,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,cili kisar,chilies,,
122,22,22,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Tauhu,Tofu,,
122,22,22,Llama 3.2 3B Instruct,chain-of-thought,false,tepung beras,Rice flour,sudu_besar,,Tepung beras,Rice Flour,,
122,22,22,Llama 3.2 3B Instruct,chain-of-thought,false,tepung bestari,Bestari crispy fried chicken flour,sudu_besar,,Tepung bestari,Wheat Flour,,
122,22,22,Llama 3.2 3B Instruct,chain-of-thought,false,garam,Salt,,,Garam,Salt,,
122,22,22,Llama 3.2 3B Instruct,chain-of-thought,false,bawang putih,Garlic,ulas,,Bawang putih,Garlic,,
122,22,22,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Cili kisar,Chili Flakes,,
123,23,23,Llama 3.2 3B Instruct,chain-of-thought,false,petai,Bitter beans,,,,Petai,gram,grams
123,23,23,Llama 3.2 3B Instruct,chain-of-thought,false,tempoyak,Fermented durian paste,sudu_besar,,,Tempoyak,gram,grams
124,24,24,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,cawan,cup
124,24,24,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,cawan,cup
124,24,24,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,kotak kecil,small container
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,bawang putih,Garlic,ulas,,,Garlic,ulas,clove of garlic
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Parsley,akar ketumbar,root of parsley
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Red Fish,,
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Mussels,,
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,tomato,Tomato,biji,,,Tomato,biji,whole item
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Dried Chili,biji,whole item
125,25,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Shallots,biji,whole item
127,27,27,Llama 3.2 3B Instruct,chain-of-thought,false,siakap,Barramundi,,,,Siakap,,
128,28,28,Llama 3.2 3B Instruct,chain-of-thought,false,kurma,Dates,biji,,Kurma,Milkweed,,
128,28,28,Llama 3.2 3B Instruct,chain-of-thought,false,kurma,Dates,,,Kurma,Milkweed,,
128,28,28,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Full cream milk dash lady,Full Cream Milk Dash Lady,,
128,28,28,Llama 3.2 3B Instruct,chain-of-thought,false,chia seeds,Chia seeds,cawan,,Chia seeds,Chia Seeds,,
128,28,28,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Black pepper,Black Pepper,,
128,28,28,Llama 3.2 3B Instruct,chain-of-thought,false,pisang,Banana,,,Pisang,Banana,,
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,bawang putih,Garlic,ulas,,Bawang putih,Garlic,ulas,clove
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,halia,Ginger,,,Halia,Galangal,ibu jari,inch
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,lengkuas,Galangal,,,Halia,Galangal,ibu jari,inch
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,lengkuas,Galangal,,,Lengkuas,Lemongrass,ibu jari,inch
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,serai,Lemongrass,batang,,Lengkuas,Lemongrass,ibu jari,inch
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,kunyit hidup,Fresh turmeric,keping,,Kunyit hidup,Fresh Turmeric Root,seketul,piece
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,biji ketumbar,Coriander seeds,sudu_kecil,,Biji ketumbar,Coriander Seeds,sudu kecil,teaspoon
129,29,29,Llama 3.2 3B Instruct,chain-of-thought,false,jintan putih,Cumin seeds,sudu_kecil,,Jintan putih,White Peppercorns,sudu kecil,teaspoon
130,30,30,Llama 3.2 3B Instruct,chain-of-thought,false,roti,Bread,,,,Roti,,
130,30,30,Llama 3.2 3B Instruct,chain-of-thought,false,aiskrim,Ice cream,,,,Aiskrim,,
130,30,30,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Minyak,,
130,30,30,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,Coklat,,
131,31,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
131,31,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
131,31,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
131,31,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
134,34,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
134,34,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
134,34,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
134,34,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
134,34,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
134,34,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
135,35,35,Llama 3.2 3B Instruct,chain-of-thought,false,gula,sugar,cawan,,,Sugar,,
135,35,35,Llama 3.2 3B Instruct,chain-of-thought,false,roti,bread,keping,,,Bread,,
135,35,35,Llama 3.2 3B Instruct,chain-of-thought,false,krim cheese,cream cheese,cawan,,,Cream Cheese,,
135,35,35,Llama 3.2 3B Instruct,chain-of-thought,false,telur,egg,biji,,,Egg,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
136,36,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
138,38,38,Llama 3.2 3B Instruct,chain-of-thought,false,ayam,chicken,biji,,Ayam,Chicken,,
138,38,38,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Black pepper,Black Pepper,,
138,38,38,Llama 3.2 3B Instruct,chain-of-thought,false,sos tiram,oyster sauce,sudu_besar,,Sos tiram,Tiramisu Sauce,,
138,38,38,Llama 3.2 3B Instruct,chain-of-thought,false,sos plum,plum sauce,sudu_besar,,Plum sauce,Plum Sauce,,
138,38,38,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Lada besar,Large Chili Peppers,,
138,38,38,Llama 3.2 3B Instruct,chain-of-thought,false,cili padi,bird’s eye chili,biji,,Cili padi,Bird's Eye Chilies,,
138,38,38,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,Bawang merah,Red Onion,,
139,39,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
139,39,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
139,39,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
139,39,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
140,40,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
140,40,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
140,40,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
140,40,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,,,,,,
