experiment_id,video_id,model_name,technique_name,rag_enabled,gt_name_original,gt_name_en,pred_name_original,pred_name_en
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,brown sugar,Brown sugar,brown sugar,caster or superfine sugar
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,tepung gandum,Wheat flour,tepung gandum,wheat flour
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,air,Water,air (additional),water
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,air,Water,air (additional),water
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,air,Water,air (additional),water
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,soda bicarbonat,Sodium bicarbonate,soda bicarbonat,baking soda
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,butter,Butter,butter,melted butter
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,cheese cheddar,Cheddar cheese,cheddar cheese,Cheddar cheese
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,cooking cream,Cooking cream,cooking cream,heavy cream or milk
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,,,tauhu keras,hard tofu
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,tepung beras,Rice flour,tepung beras,rice flour
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,tepung bestari,Bestari crispy fried chicken flour,tepung bestari,wheat flour
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,garam,Salt,garam,salt
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,Garlic,bawang putih,garlic
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,,,cili,chili flakes
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,tepung jagung,Cornstarch,tepung jagung,cornflour
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,air,Water,air,water
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,air,Water,air,water
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,,,ketul kecil,small pineapple chunks
274,24,Phi-4-mini 3.8B Instruct,few-shot,false,cooking cream,Cooking cream,cooking cream,heavy whipping cream
274,24,Phi-4-mini 3.8B Instruct,few-shot,false,chocolate chips,Chocolate chips,chocolate chips,chocolate chips
274,24,Phi-4-mini 3.8B Instruct,few-shot,false,whipping cream,Whipping cream,whipping cream,heavy whipping cream
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,,,ketumbar,coriander leaves
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,Garlic,bawang putih,garlic
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,,,ikan,fish fillet (unspecified type)
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,Red onion / Shallot,bawang merah,garlic chives
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,,,beras,coconut meat
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,,,sereh,coriander leaves
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,daun limau purut,Kaffir lime leaves,daun limau purut,lime leaves
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,,,ikan,fish
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,santan,Coconut milk,santan,coconut cream
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,Garlic,bawang putih,garlic cloves
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,,,padi,chilies (capsicums)
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,daun limau purut,Kaffir lime leaves,daun limau purut,lime leaves
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,sos cili thai,Thai sweet chili sauce,sos cili thai,Thai chili paste
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,limau nipis,Key lime,limau nipis,lime zest
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,,,kurma (almonds),almonds
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,,,dash lady (full cream milk),full cream milk
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,santan,Coconut milk,santan (coconut milk),coconut milk
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,chia seeds,Chia seeds,chia seeds,chia seeds
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,pisang,Banana,pisang (banana),banana
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,peanut butter,Peanut butter,peanut butter,peanut butter
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,,,coklat (chocolate),chocolate
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,,,kurma (almonds) for topping,almonds
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,madu,Honey,madu (honey),honey
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,blueberry,Blueberries,blueberry,blueberries
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,coklat hazelnut,Hazelnut chocolate spread,coklat hazelnut,hazelnuts
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,granola,Granola,granola,granola
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,,,apple,apple
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,cinnamon,Cinnamon powder,cinnamon,cinnamon
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,granola,Granola,granola,granola
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,Garlic,bawang putih,garlic (white)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,lengkuas,Galangal,lengkuas,galangal
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,kunyit,ginger root
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,ketumbar,cardamom
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,jintan putih,Cumin seeds,jintan putih,white onion
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,buah keras,Candlenuts,buah keras,fruit (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,bunga lawang,Star anise,bunga lawang,galangal (for blending)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,pelaga,mushrooms (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,sembunyi,coriander (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,serai,Lemongrass,serai,cilantro (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,daun salam,bay leaf (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,bawang besar,Large onion,bawang besar,garlic (large)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,santan,Coconut milk,santan,coconut milk (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,garam,salt (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,air,water (unspecified)
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,,,jeruk (unspecified),"(unspecified fruit or vegetable for garnishing and flavoring, estimated to be approximately the amount required for preparation) "
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,,,roti mantou,mantou (steamed buns)
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,,,buttermilk sauce,buttermilk sauce
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,garlic,bawang putih,garlic
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,susu cair,evaporated milk,susu cair,milk (cooked)
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,,,pati ayam,chicken meat (cubed)
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,susu pekat manis,condensed milk,susu pekat manis,sweetened condensed milk
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,cheese,cheese,cheese,cheese
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,,,ulas bawang putih,chopped white onion
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,,,sekejap,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,udang,prawn,udang,shrimp
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,sotong,squid,sotong,snow peas
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,fish cake,fish cake,fish cake,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,,,susu sos tiram,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,white pepper,white pepper,white pepper,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,carrots,carrot,carrots,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,,,minyak bijan sikit,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,minyak bijan,sesame oil,sesame oil,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,,,sayur,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,tepung jagung,corn starch,tepung jagung,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg,telur,
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,,,sudut gula,granulated sugar
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,,,krimer sejat FNN,"Cracker, French Fries or Nuggets (FNN)"
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,,,krimer manis FNN,Sweet and Sour Sauce (FNN)
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,,,krimer cheese,Cheese Cracker (FNN)
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,,,penutup kecil esen vanila,small vanilla pod or extract
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,bawang merah,shallot,bawang merah,red bell pepper
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,,,padi,rice
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,lada besar,chili,lada besar,garlic cloves
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,garlic,bawang putih,onion
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,serai,lemongrass, serai,cilantro leaves
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,serbuk kunyit,turmeric powder,serbuk kunyit,ground turmeric
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,,,ikan bilis,fish fillet
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,kicap manis,sweet soy sauce,kicap manis,sweet soy sauce
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,,,telur goreng,fried egg
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,,,sayur,vegetables
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,ayam,chicken,ayam,chicken
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,black pepper,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,sos tiram,oyster sauce,sos tiram,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,lada besar,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,cili padi,bird’s eye chili,cili padi,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,bawang merah,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,bawang putih,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,sudu sos plum,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,sudu sos tiram,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,kicap manis,sweet soy sauce,kicap manis,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,sudu sos ikan,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,searai,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,cili padi,bird’s eye chili,cili padi,
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,,,daun limau purut,
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,air,water,air,water
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,air,water,air,water
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu cair,evaporated milk,susu cair,milk (cooked)
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu cair,evaporated milk,susu cair,milk (cooked)
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,,,serbuk kristal jelly nona flavor lychee,Lychee flavored gelatin cubes
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,,,serbuk kristal jelly nona flavor strawberry,Strawberry flavored gelatin cubes
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,buah lychee,lychee,buah lychee,Lychee fruit
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,buah lychee,lychee,buah lychee,Lychee fruit
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,garam,salt
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu pekat,condensed milk,susu pekat,Heavy cream
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu cair,evaporated milk,susu cair,milk (cooked)
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,susu cair,evaporated milk,susu cair,milk (cooked)
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,,,jelly rose,Rose-flavored gelatin
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,buah strawberry,strawberry,buah strawberry,Strawberry fruit
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,buah tembikai,watermelon,buah tembikai,Tapioca pearls
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,pisang,banana,pisang,banana
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,pisang,banana,pisang,banana
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg,telur,egg
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg,telur,egg
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg,telur,egg
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,oats,oats,oats,rolled oats
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,garam,salt
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,garam,salt
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,garam,salt
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,black pepper,black pepper,black pepper,black pepper
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,,,sugar,sugar
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,butter,butter,butter,butter
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,sausage,sausage,sausage,sausage
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,,,carbonara pasta,pasta carbonara
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,chili sauce,chili sauce,chili sauce,chili sauce
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,chili sauce,chili sauce,chili sauce,chili sauce
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,mayo,mayonnaise,mayonnaise,mayo
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,mayo,mayonnaise,mayonnaise,mayo
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,tomato,tomato,tomato,tomato
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,tomato,tomato,tomato,tomato
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,cheese,cheese,cheese,cheese
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg,telur,egg(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,telur,egg,telur,egg(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,,,pisang potong,chopped banana(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,pisang,banana,pisang,banana(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,pisang,banana,pisang,banana(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,roti paratha,paratha bread,roti paratha,paratha bread(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,,,hazelnut,hazelnuts(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,,,matcha,green tea powder(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,susu pekat,condensed milk,susu pekat,sweetened condensed milk(s)
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,,,minyak gamat,coconut oil(s)
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,daging cincang (chicken),ground chicken
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,white sauce,white sauce,white sauce (chicken tender),white sauce
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,yoghurt (original),Greek yoghurt
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,mayonnaise (original),Mayonnaise
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,lemon,lemon,lemon,Lemon
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,black pepper,black pepper,black pepper,Black Pepper
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,black pepper,black pepper,black pepper,Black Pepper
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,garam (salt),Salt
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,garam,salt,garam (salt),Salt
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,bawang putih,garlic,bawang putih (garlic),Garlic
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,,,sikitang putih (ginger),Ginger
301,1,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
302,2,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
303,3,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
304,4,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
305,5,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
306,6,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
307,7,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
308,8,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
309,9,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
310,10,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
311,11,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,biji telur,eggs
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,sawah gula,granulated sugar
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,minyak masak,cooking oil,minyak masak,vegetable oil
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,sawah susu,milk
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,tepung gandum,all-purpose flour
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,esens vanila,vanilla extract
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,sudu kecil baking powder,baking powder
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,garam,salt,sudu kecil garam,salt
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,sawah chocolate chips,chocolate chips
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,sawah chocolate,chocolate (semi sweet)
313,13,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
314,14,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
315,15,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
316,16,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
317,17,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
318,18,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
319,19,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
320,20,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
322,22,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
323,23,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
324,24,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
325,25,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
326,26,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
327,27,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
328,28,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
329,29,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
330,30,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
331,31,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
332,32,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
333,33,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
335,35,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
336,36,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
337,37,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
338,38,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
339,39,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
340,40,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
341,41,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
342,42,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
343,43,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
344,44,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
345,45,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,pisang,banana,pisang,mangoes
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,pisang,banana,pisang,mangoes
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,coklat cip,chocolate chips,coklat coins,chocolate chips
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,coklat cip,chocolate chips,coklat coins,chocolate chips
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,susu pekat,condensed milk,susu pekat,heavy cream
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,susu pekat,condensed milk,susu pekat,heavy cream
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,baking powder,baking powder,baking powder,
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,bicarbonate soda,baking soda,bicarbonate soda,
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,F&N creamer manis,
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,esen vanilla,vanilla essence,Esen Vanilla,
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,esen vanilla,vanilla essence,Esen Vanilla,
347,47,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
348,48,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
349,49,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
350,50,Phi-4-mini 3.8B Instruct,chain-of-thought,false,,,,
351,1,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
352,2,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
353,3,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
354,4,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
355,5,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
356,6,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
357,7,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
358,8,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,Pisang,Banana,pisang,banana
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,Pisang,Banana,pisang,banana
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,,,ketul,
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,Sagu,Sago,,sagu
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,Susu Cair,Evaporated Milk,,susu cair
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,Garam,Salt,,garam
361,11,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
363,13,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
364,14,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,unsalted butter,unsalted butter,unsalted butter,unsalted butter
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,,,icing sugar,powdered sugar or icing sugar
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,,,white egg,egg white or whole eggs (as per recipe)
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,esen vanila,vanilla essence,vanilla essence,pure vanilla extract or flavoring
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,,,all-purpose flour,all-purpose wheat flour or plain flour
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,,,all-purpose flour,all-purpose wheat flour or plain flour
366,16,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
367,17,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
368,18,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
369,19,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
370,20,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
371,21,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
372,22,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
373,23,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
374,24,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
375,25,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
376,26,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
377,27,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
378,28,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
379,29,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
380,30,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
381,31,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
382,32,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
383,33,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
384,34,Phi-4-mini 3.8B Instruct,structured-output,false,,,,
