experiment_id,video_id,model_name,technique_name,rag_enabled,gt_ingredient_count,pred_ingredient_count,true_positives,false_positives
381,31,Phi-4-mini 3.8B Instruct,structured-output,false,9,1,0,1
382,32,Phi-4-mini 3.8B Instruct,structured-output,false,12,1,0,1
383,33,Phi-4-mini 3.8B Instruct,structured-output,false,11,1,0,1
384,34,Phi-4-mini 3.8B Instruct,structured-output,false,15,1,0,1
385,35,Phi-4-mini 3.8B Instruct,structured-output,false,8,1,0,1
386,36,Phi-4-mini 3.8B Instruct,structured-output,false,12,1,0,1
387,37,Phi-4-mini 3.8B Instruct,structured-output,false,11,0,0,0
388,38,Phi-4-mini 3.8B Instruct,structured-output,false,9,1,0,1
389,39,Phi-4-mini 3.8B Instruct,structured-output,false,15,1,0,1
390,40,Phi-4-mini 3.8B Instruct,structured-output,false,13,1,0,1
391,41,Phi-4-mini 3.8B Instruct,structured-output,false,15,1,0,1
392,42,Phi-4-mini 3.8B Instruct,structured-output,false,14,0,0,0
393,43,Phi-4-mini 3.8B Instruct,structured-output,false,15,1,0,1
394,44,Phi-4-mini 3.8B Instruct,structured-output,false,32,1,0,1
395,45,Phi-4-mini 3.8B Instruct,structured-output,false,7,1,0,1
396,46,Phi-4-mini 3.8B Instruct,structured-output,false,18,1,0,1
397,47,Phi-4-mini 3.8B Instruct,structured-output,false,12,1,0,1
398,48,Phi-4-mini 3.8B Instruct,structured-output,false,21,1,0,1
399,49,Phi-4-mini 3.8B Instruct,structured-output,false,18,1,0,1
400,50,Phi-4-mini 3.8B Instruct,structured-output,false,15,1,0,1
401,1,Qwen 2.5 3B Instruct,zero-shot,false,16,0,0,0
402,2,Qwen 2.5 3B Instruct,zero-shot,false,12,0,0,0
403,3,Qwen 2.5 3B Instruct,zero-shot,false,12,10,7,3
404,4,Qwen 2.5 3B Instruct,zero-shot,false,20,11,1,10
405,5,Qwen 2.5 3B Instruct,zero-shot,false,14,0,0,0
406,6,Qwen 2.5 3B Instruct,zero-shot,false,16,4,2,2
407,7,Qwen 2.5 3B Instruct,zero-shot,false,8,3,0,3
408,8,Qwen 2.5 3B Instruct,zero-shot,false,38,12,5,7
409,9,Qwen 2.5 3B Instruct,zero-shot,false,8,4,0,4
410,10,Qwen 2.5 3B Instruct,zero-shot,false,15,4,0,4
411,11,Qwen 2.5 3B Instruct,zero-shot,false,8,0,0,0
412,12,Qwen 2.5 3B Instruct,zero-shot,false,17,0,0,0
413,13,Qwen 2.5 3B Instruct,zero-shot,false,13,0,0,0
414,14,Qwen 2.5 3B Instruct,zero-shot,false,26,6,0,6
415,15,Qwen 2.5 3B Instruct,zero-shot,false,9,1,1,0
416,16,Qwen 2.5 3B Instruct,zero-shot,false,11,0,0,0
417,17,Qwen 2.5 3B Instruct,zero-shot,false,18,9,0,9
418,18,Qwen 2.5 3B Instruct,zero-shot,false,17,5,0,5
419,19,Qwen 2.5 3B Instruct,zero-shot,false,17,9,2,7
420,20,Qwen 2.5 3B Instruct,zero-shot,false,17,18,0,18
421,21,Qwen 2.5 3B Instruct,zero-shot,false,13,6,5,1
422,22,Qwen 2.5 3B Instruct,zero-shot,false,15,9,7,2
423,23,Qwen 2.5 3B Instruct,zero-shot,false,15,11,10,1
424,24,Qwen 2.5 3B Instruct,zero-shot,false,3,3,3,0
425,25,Qwen 2.5 3B Instruct,zero-shot,false,16,7,4,3
426,26,Qwen 2.5 3B Instruct,zero-shot,false,12,9,0,9
427,27,Qwen 2.5 3B Instruct,zero-shot,false,15,11,7,4
428,28,Qwen 2.5 3B Instruct,zero-shot,false,20,1,0,1
429,29,Qwen 2.5 3B Instruct,zero-shot,false,17,10,0,10
430,30,Qwen 2.5 3B Instruct,zero-shot,false,2,1,0,1
431,31,Qwen 2.5 3B Instruct,zero-shot,false,9,8,6,2
432,32,Qwen 2.5 3B Instruct,zero-shot,false,12,7,0,7
433,33,Qwen 2.5 3B Instruct,zero-shot,false,11,1,0,1
434,34,Qwen 2.5 3B Instruct,zero-shot,false,15,14,1,13
435,35,Qwen 2.5 3B Instruct,zero-shot,false,8,6,0,6
436,36,Qwen 2.5 3B Instruct,zero-shot,false,12,10,4,6
437,37,Qwen 2.5 3B Instruct,zero-shot,false,11,11,0,11
438,38,Qwen 2.5 3B Instruct,zero-shot,false,9,0,0,0
439,39,Qwen 2.5 3B Instruct,zero-shot,false,15,8,5,3
440,40,Qwen 2.5 3B Instruct,zero-shot,false,13,11,1,10
441,41,Qwen 2.5 3B Instruct,zero-shot,false,15,9,6,3
442,42,Qwen 2.5 3B Instruct,zero-shot,false,14,10,10,0
443,43,Qwen 2.5 3B Instruct,zero-shot,false,15,0,0,0
444,44,Qwen 2.5 3B Instruct,zero-shot,false,32,10,0,10
445,45,Qwen 2.5 3B Instruct,zero-shot,false,7,1,0,1
446,46,Qwen 2.5 3B Instruct,zero-shot,false,18,10,0,10
447,47,Qwen 2.5 3B Instruct,zero-shot,false,12,4,2,2
448,48,Qwen 2.5 3B Instruct,zero-shot,false,21,15,11,4
449,49,Qwen 2.5 3B Instruct,zero-shot,false,18,1,0,1
450,50,Qwen 2.5 3B Instruct,zero-shot,false,15,5,2,3
451,1,Qwen 2.5 3B Instruct,few-shot,false,16,0,0,0
452,2,Qwen 2.5 3B Instruct,few-shot,false,12,7,5,2
453,3,Qwen 2.5 3B Instruct,few-shot,false,12,0,0,0
454,4,Qwen 2.5 3B Instruct,few-shot,false,20,0,0,0
455,5,Qwen 2.5 3B Instruct,few-shot,false,14,0,0,0
456,6,Qwen 2.5 3B Instruct,few-shot,false,16,7,7,0
457,7,Qwen 2.5 3B Instruct,few-shot,false,8,4,0,4
458,8,Qwen 2.5 3B Instruct,few-shot,false,38,0,0,0
459,9,Qwen 2.5 3B Instruct,few-shot,false,8,4,4,0
460,10,Qwen 2.5 3B Instruct,few-shot,false,15,9,7,2
461,11,Qwen 2.5 3B Instruct,few-shot,false,8,0,0,0
462,12,Qwen 2.5 3B Instruct,few-shot,false,17,8,1,7
463,13,Qwen 2.5 3B Instruct,few-shot,false,13,12,0,12
464,14,Qwen 2.5 3B Instruct,few-shot,false,26,5,0,5
465,15,Qwen 2.5 3B Instruct,few-shot,false,9,8,3,5
466,16,Qwen 2.5 3B Instruct,few-shot,false,11,6,0,6
467,17,Qwen 2.5 3B Instruct,few-shot,false,18,0,0,0
468,18,Qwen 2.5 3B Instruct,few-shot,false,17,9,3,6
469,19,Qwen 2.5 3B Instruct,few-shot,false,17,0,0,0
470,20,Qwen 2.5 3B Instruct,few-shot,false,17,6,1,5
471,21,Qwen 2.5 3B Instruct,few-shot,false,13,7,4,3
472,22,Qwen 2.5 3B Instruct,few-shot,false,15,0,0,0
473,23,Qwen 2.5 3B Instruct,few-shot,false,15,9,9,0
474,24,Qwen 2.5 3B Instruct,few-shot,false,3,3,3,0
475,25,Qwen 2.5 3B Instruct,few-shot,false,16,0,0,0
476,26,Qwen 2.5 3B Instruct,few-shot,false,12,0,0,0
477,27,Qwen 2.5 3B Instruct,few-shot,false,15,0,0,0
478,28,Qwen 2.5 3B Instruct,few-shot,false,20,11,8,3
479,29,Qwen 2.5 3B Instruct,few-shot,false,17,17,8,9
480,30,Qwen 2.5 3B Instruct,few-shot,false,2,2,2,0
481,31,Qwen 2.5 3B Instruct,few-shot,false,9,9,7,2
482,32,Qwen 2.5 3B Instruct,few-shot,false,12,11,10,1
483,33,Qwen 2.5 3B Instruct,few-shot,false,11,0,0,0
484,34,Qwen 2.5 3B Instruct,few-shot,false,15,0,0,0
485,35,Qwen 2.5 3B Instruct,few-shot,false,8,0,0,0
486,36,Qwen 2.5 3B Instruct,few-shot,false,12,8,1,7
487,37,Qwen 2.5 3B Instruct,few-shot,false,11,0,0,0
488,38,Qwen 2.5 3B Instruct,few-shot,false,9,12,8,4
489,39,Qwen 2.5 3B Instruct,few-shot,false,15,18,1,17
490,40,Qwen 2.5 3B Instruct,few-shot,false,13,0,0,0
491,41,Qwen 2.5 3B Instruct,few-shot,false,15,9,6,3
492,42,Qwen 2.5 3B Instruct,few-shot,false,14,0,0,0
493,43,Qwen 2.5 3B Instruct,few-shot,false,15,6,4,2
494,44,Qwen 2.5 3B Instruct,few-shot,false,32,13,13,0
495,45,Qwen 2.5 3B Instruct,few-shot,false,7,0,0,0
496,46,Qwen 2.5 3B Instruct,few-shot,false,18,0,0,0
497,47,Qwen 2.5 3B Instruct,few-shot,false,12,7,5,2
498,48,Qwen 2.5 3B Instruct,few-shot,false,21,0,0,0
499,49,Qwen 2.5 3B Instruct,few-shot,false,18,8,8,0
500,50,Qwen 2.5 3B Instruct,few-shot,false,15,6,5,1
501,1,Qwen 2.5 3B Instruct,chain-of-thought,false,16,12,9,3
502,2,Qwen 2.5 3B Instruct,chain-of-thought,false,12,1,0,1
503,3,Qwen 2.5 3B Instruct,chain-of-thought,false,12,11,7,4
504,4,Qwen 2.5 3B Instruct,chain-of-thought,false,20,19,3,16
505,5,Qwen 2.5 3B Instruct,chain-of-thought,false,14,1,0,1
506,6,Qwen 2.5 3B Instruct,chain-of-thought,false,16,1,0,1
507,7,Qwen 2.5 3B Instruct,chain-of-thought,false,8,4,1,3
508,8,Qwen 2.5 3B Instruct,chain-of-thought,false,38,10,0,10
509,9,Qwen 2.5 3B Instruct,chain-of-thought,false,8,4,0,4
510,10,Qwen 2.5 3B Instruct,chain-of-thought,false,15,1,0,1
511,11,Qwen 2.5 3B Instruct,chain-of-thought,false,8,0,0,0
512,12,Qwen 2.5 3B Instruct,chain-of-thought,false,17,1,0,1
513,13,Qwen 2.5 3B Instruct,chain-of-thought,false,13,13,0,13
514,14,Qwen 2.5 3B Instruct,chain-of-thought,false,26,6,0,6
515,15,Qwen 2.5 3B Instruct,chain-of-thought,false,9,0,0,0
516,16,Qwen 2.5 3B Instruct,chain-of-thought,false,11,1,0,1
517,17,Qwen 2.5 3B Instruct,chain-of-thought,false,18,12,0,12
518,18,Qwen 2.5 3B Instruct,chain-of-thought,false,17,1,0,1
519,19,Qwen 2.5 3B Instruct,chain-of-thought,false,17,1,0,1
520,20,Qwen 2.5 3B Instruct,chain-of-thought,false,17,8,1,7
521,21,Qwen 2.5 3B Instruct,chain-of-thought,false,13,1,0,1
522,22,Qwen 2.5 3B Instruct,chain-of-thought,false,15,11,8,3
523,23,Qwen 2.5 3B Instruct,chain-of-thought,false,15,1,0,1
524,24,Qwen 2.5 3B Instruct,chain-of-thought,false,3,3,0,3
525,25,Qwen 2.5 3B Instruct,chain-of-thought,false,16,9,7,2
526,26,Qwen 2.5 3B Instruct,chain-of-thought,false,12,2,0,2
527,27,Qwen 2.5 3B Instruct,chain-of-thought,false,15,11,1,10
528,28,Qwen 2.5 3B Instruct,chain-of-thought,false,20,1,0,1
529,29,Qwen 2.5 3B Instruct,chain-of-thought,false,17,1,0,1
530,30,Qwen 2.5 3B Instruct,chain-of-thought,false,2,1,0,1
531,31,Qwen 2.5 3B Instruct,chain-of-thought,false,9,8,0,8
532,32,Qwen 2.5 3B Instruct,chain-of-thought,false,12,10,0,10
533,33,Qwen 2.5 3B Instruct,chain-of-thought,false,11,1,0,1
534,34,Qwen 2.5 3B Instruct,chain-of-thought,false,15,12,1,11
535,35,Qwen 2.5 3B Instruct,chain-of-thought,false,8,6,0,6
536,36,Qwen 2.5 3B Instruct,chain-of-thought,false,12,1,0,1
537,37,Qwen 2.5 3B Instruct,chain-of-thought,false,11,11,0,11
538,38,Qwen 2.5 3B Instruct,chain-of-thought,false,9,1,0,1
539,39,Qwen 2.5 3B Instruct,chain-of-thought,false,15,15,8,7
540,40,Qwen 2.5 3B Instruct,chain-of-thought,false,13,11,0,11
541,41,Qwen 2.5 3B Instruct,chain-of-thought,false,15,1,0,1
542,42,Qwen 2.5 3B Instruct,chain-of-thought,false,14,9,8,1
543,43,Qwen 2.5 3B Instruct,chain-of-thought,false,15,21,0,21
544,44,Qwen 2.5 3B Instruct,chain-of-thought,false,32,11,10,1
545,45,Qwen 2.5 3B Instruct,chain-of-thought,false,7,1,0,1
546,46,Qwen 2.5 3B Instruct,chain-of-thought,false,18,10,0,10
547,47,Qwen 2.5 3B Instruct,chain-of-thought,false,12,1,0,1
548,48,Qwen 2.5 3B Instruct,chain-of-thought,false,21,1,0,1
549,49,Qwen 2.5 3B Instruct,chain-of-thought,false,18,1,0,1
550,50,Qwen 2.5 3B Instruct,chain-of-thought,false,15,0,0,0
551,1,Qwen 2.5 3B Instruct,structured-output,false,16,12,8,4
552,2,Qwen 2.5 3B Instruct,structured-output,false,12,0,0,0
553,3,Qwen 2.5 3B Instruct,structured-output,false,12,10,1,9
554,4,Qwen 2.5 3B Instruct,structured-output,false,20,6,1,5
555,5,Qwen 2.5 3B Instruct,structured-output,false,14,9,8,1
556,6,Qwen 2.5 3B Instruct,structured-output,false,16,6,6,0
557,7,Qwen 2.5 3B Instruct,structured-output,false,8,4,0,4
558,8,Qwen 2.5 3B Instruct,structured-output,false,38,21,16,5
559,9,Qwen 2.5 3B Instruct,structured-output,false,8,5,0,5
560,10,Qwen 2.5 3B Instruct,structured-output,false,15,4,0,4
561,11,Qwen 2.5 3B Instruct,structured-output,false,8,7,7,0
562,12,Qwen 2.5 3B Instruct,structured-output,false,17,8,0,8
563,13,Qwen 2.5 3B Instruct,structured-output,false,13,0,0,0
564,14,Qwen 2.5 3B Instruct,structured-output,false,26,6,0,6
565,15,Qwen 2.5 3B Instruct,structured-output,false,9,7,3,4
566,16,Qwen 2.5 3B Instruct,structured-output,false,11,4,0,4
567,17,Qwen 2.5 3B Instruct,structured-output,false,18,9,0,9
568,18,Qwen 2.5 3B Instruct,structured-output,false,17,5,0,5
569,19,Qwen 2.5 3B Instruct,structured-output,false,17,0,0,0
570,20,Qwen 2.5 3B Instruct,structured-output,false,17,0,0,0
571,21,Qwen 2.5 3B Instruct,structured-output,false,13,4,3,1
572,22,Qwen 2.5 3B Instruct,structured-output,false,15,0,0,0
573,23,Qwen 2.5 3B Instruct,structured-output,false,15,0,0,0
574,24,Qwen 2.5 3B Instruct,structured-output,false,3,3,3,0
575,25,Qwen 2.5 3B Instruct,structured-output,false,16,8,4,4
576,26,Qwen 2.5 3B Instruct,structured-output,false,12,8,0,8
577,27,Qwen 2.5 3B Instruct,structured-output,false,15,8,4,4
578,28,Qwen 2.5 3B Instruct,structured-output,false,20,3,1,2
579,29,Qwen 2.5 3B Instruct,structured-output,false,17,15,1,14
580,30,Qwen 2.5 3B Instruct,structured-output,false,2,2,2,0
581,31,Qwen 2.5 3B Instruct,structured-output,false,9,6,0,6
582,32,Qwen 2.5 3B Instruct,structured-output,false,12,9,0,9
583,33,Qwen 2.5 3B Instruct,structured-output,false,11,1,0,1
584,34,Qwen 2.5 3B Instruct,structured-output,false,15,0,0,0
585,35,Qwen 2.5 3B Instruct,structured-output,false,8,5,1,4
586,36,Qwen 2.5 3B Instruct,structured-output,false,12,5,0,5
587,37,Qwen 2.5 3B Instruct,structured-output,false,11,14,3,11
588,38,Qwen 2.5 3B Instruct,structured-output,false,9,6,3,3
589,39,Qwen 2.5 3B Instruct,structured-output,false,15,13,0,13
590,40,Qwen 2.5 3B Instruct,structured-output,false,13,14,2,12
591,41,Qwen 2.5 3B Instruct,structured-output,false,15,0,0,0
592,42,Qwen 2.5 3B Instruct,structured-output,false,14,0,0,0
593,43,Qwen 2.5 3B Instruct,structured-output,false,15,7,0,7
594,44,Qwen 2.5 3B Instruct,structured-output,false,32,6,0,6
595,45,Qwen 2.5 3B Instruct,structured-output,false,7,2,2,0
596,46,Qwen 2.5 3B Instruct,structured-output,false,18,9,0,9
597,47,Qwen 2.5 3B Instruct,structured-output,false,12,7,5,2
598,48,Qwen 2.5 3B Instruct,structured-output,false,21,10,6,4
599,49,Qwen 2.5 3B Instruct,structured-output,false,18,7,7,0
600,50,Qwen 2.5 3B Instruct,structured-output,false,15,2,0,2
601,1,Gemma-SEA-LION v4 4B,zero-shot,false,16,0,0,0
602,2,Gemma-SEA-LION v4 4B,zero-shot,false,12,7,7,0
603,3,Gemma-SEA-LION v4 4B,zero-shot,false,12,12,10,2
604,4,Gemma-SEA-LION v4 4B,zero-shot,false,20,15,9,6
605,5,Gemma-SEA-LION v4 4B,zero-shot,false,14,13,12,1
606,6,Gemma-SEA-LION v4 4B,zero-shot,false,16,8,8,0
607,7,Gemma-SEA-LION v4 4B,zero-shot,false,8,4,1,3
608,8,Gemma-SEA-LION v4 4B,zero-shot,false,38,15,14,1
609,9,Gemma-SEA-LION v4 4B,zero-shot,false,8,5,5,0
610,10,Gemma-SEA-LION v4 4B,zero-shot,false,15,10,10,0
611,11,Gemma-SEA-LION v4 4B,zero-shot,false,8,7,5,2
612,12,Gemma-SEA-LION v4 4B,zero-shot,false,17,0,0,0
613,13,Gemma-SEA-LION v4 4B,zero-shot,false,13,14,1,13
614,14,Gemma-SEA-LION v4 4B,zero-shot,false,26,6,1,5
615,15,Gemma-SEA-LION v4 4B,zero-shot,false,9,0,0,0
616,16,Gemma-SEA-LION v4 4B,zero-shot,false,11,6,0,6
617,17,Gemma-SEA-LION v4 4B,zero-shot,false,18,12,0,12
618,18,Gemma-SEA-LION v4 4B,zero-shot,false,17,9,2,7
619,19,Gemma-SEA-LION v4 4B,zero-shot,false,17,10,2,8
620,20,Gemma-SEA-LION v4 4B,zero-shot,false,17,10,1,9
621,21,Gemma-SEA-LION v4 4B,zero-shot,false,13,10,9,1
622,22,Gemma-SEA-LION v4 4B,zero-shot,false,15,11,10,1
623,23,Gemma-SEA-LION v4 4B,zero-shot,false,15,0,0,0
624,24,Gemma-SEA-LION v4 4B,zero-shot,false,3,3,3,0
625,25,Gemma-SEA-LION v4 4B,zero-shot,false,16,13,8,5
626,26,Gemma-SEA-LION v4 4B,zero-shot,false,12,10,10,0
627,27,Gemma-SEA-LION v4 4B,zero-shot,false,15,9,9,0
628,28,Gemma-SEA-LION v4 4B,zero-shot,false,20,12,11,1
629,29,Gemma-SEA-LION v4 4B,zero-shot,false,17,16,14,2
630,30,Gemma-SEA-LION v4 4B,zero-shot,false,2,3,2,1
631,31,Gemma-SEA-LION v4 4B,zero-shot,false,9,9,7,2
632,32,Gemma-SEA-LION v4 4B,zero-shot,false,12,0,0,0
633,33,Gemma-SEA-LION v4 4B,zero-shot,false,11,0,0,0
634,34,Gemma-SEA-LION v4 4B,zero-shot,false,15,0,0,0
635,35,Gemma-SEA-LION v4 4B,zero-shot,false,8,7,4,3
636,36,Gemma-SEA-LION v4 4B,zero-shot,false,12,5,5,0
637,37,Gemma-SEA-LION v4 4B,zero-shot,false,11,10,8,2
638,38,Gemma-SEA-LION v4 4B,zero-shot,false,9,10,7,3
639,39,Gemma-SEA-LION v4 4B,zero-shot,false,15,16,11,5
640,40,Gemma-SEA-LION v4 4B,zero-shot,false,13,10,7,3
641,41,Gemma-SEA-LION v4 4B,zero-shot,false,15,11,11,0
642,42,Gemma-SEA-LION v4 4B,zero-shot,false,14,12,12,0
643,43,Gemma-SEA-LION v4 4B,zero-shot,false,15,10,7,3
644,44,Gemma-SEA-LION v4 4B,zero-shot,false,32,15,13,2
645,45,Gemma-SEA-LION v4 4B,zero-shot,false,7,3,3,0
646,46,Gemma-SEA-LION v4 4B,zero-shot,false,18,0,0,0
647,47,Gemma-SEA-LION v4 4B,zero-shot,false,12,7,6,1
648,48,Gemma-SEA-LION v4 4B,zero-shot,false,21,9,7,2
649,49,Gemma-SEA-LION v4 4B,zero-shot,false,18,0,0,0
650,50,Gemma-SEA-LION v4 4B,zero-shot,false,15,7,5,2
651,1,Gemma-SEA-LION v4 4B,few-shot,false,16,15,13,2
652,2,Gemma-SEA-LION v4 4B,few-shot,false,12,7,7,0
653,3,Gemma-SEA-LION v4 4B,few-shot,false,12,12,10,2
654,4,Gemma-SEA-LION v4 4B,few-shot,false,20,15,9,6
655,5,Gemma-SEA-LION v4 4B,few-shot,false,14,13,11,2
656,6,Gemma-SEA-LION v4 4B,few-shot,false,16,10,8,2
657,7,Gemma-SEA-LION v4 4B,few-shot,false,8,4,1,3
658,8,Gemma-SEA-LION v4 4B,few-shot,false,38,0,0,0
659,9,Gemma-SEA-LION v4 4B,few-shot,false,8,5,5,0
660,10,Gemma-SEA-LION v4 4B,few-shot,false,15,11,11,0
661,11,Gemma-SEA-LION v4 4B,few-shot,false,8,8,6,2
662,12,Gemma-SEA-LION v4 4B,few-shot,false,17,9,2,7
663,13,Gemma-SEA-LION v4 4B,few-shot,false,13,15,0,15
664,14,Gemma-SEA-LION v4 4B,few-shot,false,26,6,1,5
665,15,Gemma-SEA-LION v4 4B,few-shot,false,9,8,3,5
666,16,Gemma-SEA-LION v4 4B,few-shot,false,11,7,0,7
667,17,Gemma-SEA-LION v4 4B,few-shot,false,18,13,1,12
668,18,Gemma-SEA-LION v4 4B,few-shot,false,17,7,3,4
669,19,Gemma-SEA-LION v4 4B,few-shot,false,17,0,0,0
670,20,Gemma-SEA-LION v4 4B,few-shot,false,17,0,0,0
671,21,Gemma-SEA-LION v4 4B,few-shot,false,13,6,5,1
672,22,Gemma-SEA-LION v4 4B,few-shot,false,15,11,10,1
673,23,Gemma-SEA-LION v4 4B,few-shot,false,15,0,0,0
674,24,Gemma-SEA-LION v4 4B,few-shot,false,3,3,3,0
675,25,Gemma-SEA-LION v4 4B,few-shot,false,16,12,9,3
676,26,Gemma-SEA-LION v4 4B,few-shot,false,12,11,11,0
677,27,Gemma-SEA-LION v4 4B,few-shot,false,15,14,11,3
678,28,Gemma-SEA-LION v4 4B,few-shot,false,20,11,10,1
679,29,Gemma-SEA-LION v4 4B,few-shot,false,17,15,13,2
680,30,Gemma-SEA-LION v4 4B,few-shot,false,2,3,2,1
681,31,Gemma-SEA-LION v4 4B,few-shot,false,9,9,8,1
682,32,Gemma-SEA-LION v4 4B,few-shot,false,12,11,10,1
683,33,Gemma-SEA-LION v4 4B,few-shot,false,11,13,9,4
684,34,Gemma-SEA-LION v4 4B,few-shot,false,15,0,0,0
685,35,Gemma-SEA-LION v4 4B,few-shot,false,8,7,5,2
686,36,Gemma-SEA-LION v4 4B,few-shot,false,12,5,5,0
687,37,Gemma-SEA-LION v4 4B,few-shot,false,11,12,10,2
688,38,Gemma-SEA-LION v4 4B,few-shot,false,9,10,7,3
689,39,Gemma-SEA-LION v4 4B,few-shot,false,15,15,10,5
690,40,Gemma-SEA-LION v4 4B,few-shot,false,13,15,8,7
691,41,Gemma-SEA-LION v4 4B,few-shot,false,15,11,11,0
692,42,Gemma-SEA-LION v4 4B,few-shot,false,14,12,12,0
693,43,Gemma-SEA-LION v4 4B,few-shot,false,15,8,6,2
694,44,Gemma-SEA-LION v4 4B,few-shot,false,32,15,15,0
695,45,Gemma-SEA-LION v4 4B,few-shot,false,7,3,3,0
696,46,Gemma-SEA-LION v4 4B,few-shot,false,18,0,0,0
697,47,Gemma-SEA-LION v4 4B,few-shot,false,12,7,6,1
698,48,Gemma-SEA-LION v4 4B,few-shot,false,21,13,10,3
699,49,Gemma-SEA-LION v4 4B,few-shot,false,18,11,10,1
700,50,Gemma-SEA-LION v4 4B,few-shot,false,15,6,4,2
701,1,Gemma-SEA-LION v4 4B,chain-of-thought,false,16,15,12,3
702,2,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,7,7,0
703,3,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,0,0,0
704,4,Gemma-SEA-LION v4 4B,chain-of-thought,false,20,15,9,6
705,5,Gemma-SEA-LION v4 4B,chain-of-thought,false,14,12,9,3
706,6,Gemma-SEA-LION v4 4B,chain-of-thought,false,16,8,8,0
707,7,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,4,1,3
708,8,Gemma-SEA-LION v4 4B,chain-of-thought,false,38,15,14,1
709,9,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,5,5,0
710,10,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,12,11,1
711,11,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,7,5,2
712,12,Gemma-SEA-LION v4 4B,chain-of-thought,false,17,9,2,7
713,13,Gemma-SEA-LION v4 4B,chain-of-thought,false,13,14,1,13
714,14,Gemma-SEA-LION v4 4B,chain-of-thought,false,26,6,1,5
715,15,Gemma-SEA-LION v4 4B,chain-of-thought,false,9,8,3,5
716,16,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,11,0,11
717,17,Gemma-SEA-LION v4 4B,chain-of-thought,false,18,12,0,12
718,18,Gemma-SEA-LION v4 4B,chain-of-thought,false,17,0,0,0
719,19,Gemma-SEA-LION v4 4B,chain-of-thought,false,17,11,2,9
720,20,Gemma-SEA-LION v4 4B,chain-of-thought,false,17,11,1,10
721,21,Gemma-SEA-LION v4 4B,chain-of-thought,false,13,0,0,0
722,22,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,10,9,1
723,23,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,0,0,0
724,24,Gemma-SEA-LION v4 4B,chain-of-thought,false,3,3,3,0
725,25,Gemma-SEA-LION v4 4B,chain-of-thought,false,16,13,4,9
726,26,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,11,11,0
727,27,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,11,10,1
728,28,Gemma-SEA-LION v4 4B,chain-of-thought,false,20,14,11,3
729,29,Gemma-SEA-LION v4 4B,chain-of-thought,false,17,15,13,2
730,30,Gemma-SEA-LION v4 4B,chain-of-thought,false,2,3,2,1
731,31,Gemma-SEA-LION v4 4B,chain-of-thought,false,9,8,1,7
732,32,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,11,10,1
733,33,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,12,7,5
734,34,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,0,0,0
735,35,Gemma-SEA-LION v4 4B,chain-of-thought,false,8,7,4,3
736,36,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,5,4,1
737,37,Gemma-SEA-LION v4 4B,chain-of-thought,false,11,14,10,4
738,38,Gemma-SEA-LION v4 4B,chain-of-thought,false,9,9,7,2
739,39,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,15,9,6
740,40,Gemma-SEA-LION v4 4B,chain-of-thought,false,13,15,7,8
741,41,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,11,11,0
742,42,Gemma-SEA-LION v4 4B,chain-of-thought,false,14,12,12,0
743,43,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,11,8,3
744,44,Gemma-SEA-LION v4 4B,chain-of-thought,false,32,15,14,1
745,45,Gemma-SEA-LION v4 4B,chain-of-thought,false,7,5,3,2
746,46,Gemma-SEA-LION v4 4B,chain-of-thought,false,18,0,0,0
747,47,Gemma-SEA-LION v4 4B,chain-of-thought,false,12,7,6,1
748,48,Gemma-SEA-LION v4 4B,chain-of-thought,false,21,9,7,2
749,49,Gemma-SEA-LION v4 4B,chain-of-thought,false,18,0,0,0
750,50,Gemma-SEA-LION v4 4B,chain-of-thought,false,15,6,4,2
751,1,Gemma-SEA-LION v4 4B,structured-output,false,16,15,11,4
752,2,Gemma-SEA-LION v4 4B,structured-output,false,12,7,7,0
753,3,Gemma-SEA-LION v4 4B,structured-output,false,12,12,10,2
754,4,Gemma-SEA-LION v4 4B,structured-output,false,20,16,9,7
755,5,Gemma-SEA-LION v4 4B,structured-output,false,14,0,0,0
756,6,Gemma-SEA-LION v4 4B,structured-output,false,16,11,10,1
757,7,Gemma-SEA-LION v4 4B,structured-output,false,8,4,1,3
758,8,Gemma-SEA-LION v4 4B,structured-output,false,38,16,15,1
759,9,Gemma-SEA-LION v4 4B,structured-output,false,8,5,5,0
760,10,Gemma-SEA-LION v4 4B,structured-output,false,15,10,10,0
761,11,Gemma-SEA-LION v4 4B,structured-output,false,8,7,6,1
