experiment_id,video_id,model_name,technique_name,rag_enabled,gt_total_energy_kcal,gt_total_protein_g,gt_total_fat_g,gt_total_carbohydrate_g,pred_total_energy_kcal,pred_total_protein_g,pred_total_fat_g,pred_total_carbohydrate_g
196,46,Llama 3.2 3B Instruct,structured-output,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,1232.4,23.6,93.4,143.5
197,47,Llama 3.2 3B Instruct,structured-output,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,270.6,3.9,7.4,59.3
198,48,Llama 3.2 3B Instruct,structured-output,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,542.2,12.8,9.4,93.3
199,49,Llama 3.2 3B Instruct,structured-output,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,840.8,32.5,44.3,52.2
200,50,Llama 3.2 3B Instruct,structured-output,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,,,,
201,1,Phi-4-mini 3.8B Instruct,zero-shot,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,,,,
202,2,Phi-4-mini 3.8B Instruct,zero-shot,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,0.0,0.0,0.0,0.0
203,3,Phi-4-mini 3.8B Instruct,zero-shot,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,0.0,0.0,0.0,0.0
204,4,Phi-4-mini 3.8B Instruct,zero-shot,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,0.0,0.0,0.0,0.0
205,5,Phi-4-mini 3.8B Instruct,zero-shot,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,0.0,0.0,0.0,0.0
206,6,Phi-4-mini 3.8B Instruct,zero-shot,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,,,,
207,7,Phi-4-mini 3.8B Instruct,zero-shot,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,0.0,0.0,0.0,0.0
208,8,Phi-4-mini 3.8B Instruct,zero-shot,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,0.0,0.0,0.0,0.0
209,9,Phi-4-mini 3.8B Instruct,zero-shot,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,,,,
210,10,Phi-4-mini 3.8B Instruct,zero-shot,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,,,,
211,11,Phi-4-mini 3.8B Instruct,zero-shot,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,0.0,0.0,0.0,0.0
212,12,Phi-4-mini 3.8B Instruct,zero-shot,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,,,,
213,13,Phi-4-mini 3.8B Instruct,zero-shot,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,0.0,0.0,0.0,0.0
214,14,Phi-4-mini 3.8B Instruct,zero-shot,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,0.0,0.0,0.0,0.0
215,15,Phi-4-mini 3.8B Instruct,zero-shot,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,,,,
216,16,Phi-4-mini 3.8B Instruct,zero-shot,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,0.0,0.0,0.0,0.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,294.0,27.1,2.3,95.6
218,18,Phi-4-mini 3.8B Instruct,zero-shot,false,149153.60000145435,5262.709999926388,632.4900000095367,30058.11000019312,0.0,0.0,0.0,0.0
219,19,Phi-4-mini 3.8B Instruct,zero-shot,false,4526.200004577637,119.94999994337559,60.779999017715454,850.7699993941933,0.0,0.0,0.0,0.0
220,20,Phi-4-mini 3.8B Instruct,zero-shot,false,1969.4000005722046,61.220000348985195,28.80000004172325,358.5499994009733,0.0,0.0,0.0,0.0
221,21,Phi-4-mini 3.8B Instruct,zero-shot,false,4713.30001449585,136.6499999910593,78.19000017642975,843.0299996230751,0.0,0.0,0.0,0.0
222,22,Phi-4-mini 3.8B Instruct,zero-shot,false,738.9000034332275,21.330000068992376,6.540000203996897,154.56000113487244,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,536.8000018596649,46.01000007241964,8.5500000808388,82.88000102341175,486.0,32.2,41.5,64.6
224,24,Phi-4-mini 3.8B Instruct,zero-shot,false,2855.800003051758,31.21999990940094,184.55000019073486,305.2200000882149,0.0,0.0,0.0,0.0
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,793.6999994516373,92.01999977976084,9.619999911636114,91.58999973535538,522.0,49.5,8.4,101.2
226,26,Phi-4-mini 3.8B Instruct,zero-shot,false,2396.7999963760376,36.449999989941716,21.739999629557133,517.5799998734146,,,,
227,27,Phi-4-mini 3.8B Instruct,zero-shot,false,383.0999994277954,28.789999950677156,10.87999982573092,55.340000450611115,,,,
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,3348.600016117096,58.88000035658479,128.25000002607703,547.6900000665337,2569.7,70.1,127.1,224.8
229,29,Phi-4-mini 3.8B Instruct,zero-shot,false,1745.7999930381775,66.85000034421682,109.60000000707805,167.2600005865097,,,,
230,30,Phi-4-mini 3.8B Instruct,zero-shot,false,286.5,6.319999933242798,11.959999978542328,38.69999980926514,0.0,0.0,0.0,0.0
231,31,Phi-4-mini 3.8B Instruct,zero-shot,false,641.1000003814697,30.079999938607216,39.259998835623264,46.11999953724444,457.6,37.4,37.1,36.9
232,32,Phi-4-mini 3.8B Instruct,zero-shot,false,2140.499987602234,39.89999979548156,37.74999912455678,412.5999998729676,,,,
233,33,Phi-4-mini 3.8B Instruct,zero-shot,false,1062.4000000953674,133.67000080272555,18.879999917000532,87.75000101327896,0.0,0.0,0.0,0.0
234,34,Phi-4-mini 3.8B Instruct,zero-shot,false,1658.6000006198883,35.28000021725893,115.31000000052154,160.4299996495247,,,,
235,35,Phi-4-mini 3.8B Instruct,zero-shot,false,2489.699987411499,75.89999986626208,149.42999995686114,215.8699995279312,3310.0,50.0,4.4,801.0
236,36,Phi-4-mini 3.8B Instruct,zero-shot,false,1736.5999999046326,11.369999960064888,1.5900000035762787,464.85000072419643,0.0,0.0,0.0,0.0
237,37,Phi-4-mini 3.8B Instruct,zero-shot,false,698.7999992370605,22.939999997615814,37.740000028163195,85.1699989438057,242.6,14.7,9.54,64.4
238,38,Phi-4-mini 3.8B Instruct,zero-shot,false,518.1000008583069,34.12999998033047,15.250000020489097,67.49000066518784,,,,
239,39,Phi-4-mini 3.8B Instruct,zero-shot,false,4191.699996471405,116.25999984145164,17.37999999895692,877.9400005936623,5481.6,78.7,9.7,821.1
240,40,Phi-4-mini 3.8B Instruct,zero-shot,false,2192.099998474121,109.46999964118004,151.75999958999455,137.2499982714653,1070.0,18.4,98.2,80.0
241,41,Phi-4-mini 3.8B Instruct,zero-shot,false,4663.299999952316,185.49999967217445,127.98999980837107,706.6500000357628,0.0,0.0,0.0,0.0
242,42,Phi-4-mini 3.8B Instruct,zero-shot,false,50556.80001091957,5211.249999925494,3428.639999749139,69.51999819278717,,,,
243,43,Phi-4-mini 3.8B Instruct,zero-shot,false,3300.5,89.2500024586916,96.49999894201756,536.7999992370605,0.0,0.0,0.0,0.0
244,44,Phi-4-mini 3.8B Instruct,zero-shot,false,4290.800005435944,205.55000007525086,194.45999886840582,442.84000045992434,0.0,0.0,0.0,0.0
245,45,Phi-4-mini 3.8B Instruct,zero-shot,false,562.7000122070312,19.540000200271606,19.519999980926514,84.20000040531158,0.0,0.0,0.0,0.0
246,46,Phi-4-mini 3.8B Instruct,zero-shot,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,0.0,0.0,0.0,0.0
247,47,Phi-4-mini 3.8B Instruct,zero-shot,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,0.0,0.0,0.0,0.0
248,48,Phi-4-mini 3.8B Instruct,zero-shot,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,282.0,6.2,2.65,108.7
249,49,Phi-4-mini 3.8B Instruct,zero-shot,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,0.0,0.0,0.0,0.0
250,50,Phi-4-mini 3.8B Instruct,zero-shot,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,0.0,0.0,0.0,0.0
251,1,Phi-4-mini 3.8B Instruct,few-shot,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,,,,
252,2,Phi-4-mini 3.8B Instruct,few-shot,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,,,,
253,3,Phi-4-mini 3.8B Instruct,few-shot,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,0.0,0.0,0.0,0.0
254,4,Phi-4-mini 3.8B Instruct,few-shot,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,0.0,0.0,0.0,0.0
255,5,Phi-4-mini 3.8B Instruct,few-shot,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,,,,
256,6,Phi-4-mini 3.8B Instruct,few-shot,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,,,,
257,7,Phi-4-mini 3.8B Instruct,few-shot,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,,,,
258,8,Phi-4-mini 3.8B Instruct,few-shot,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,1911.4,41.5,61.8,232.3
259,9,Phi-4-mini 3.8B Instruct,few-shot,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,,,,
260,10,Phi-4-mini 3.8B Instruct,few-shot,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,461.5,57.1,43.4,63.7
261,11,Phi-4-mini 3.8B Instruct,few-shot,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,535.0,15.5,37.3,150.0
262,12,Phi-4-mini 3.8B Instruct,few-shot,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,,,,
263,13,Phi-4-mini 3.8B Instruct,few-shot,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,,,,
264,14,Phi-4-mini 3.8B Instruct,few-shot,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,2749.5,35.5,72.0,367.4
265,15,Phi-4-mini 3.8B Instruct,few-shot,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,,,,
266,16,Phi-4-mini 3.8B Instruct,few-shot,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,314.0,14.5,21.3,91.2
267,17,Phi-4-mini 3.8B Instruct,few-shot,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,1984.6,51.5,130.85,189.7
268,18,Phi-4-mini 3.8B Instruct,few-shot,false,149153.60000145435,5262.709999926388,632.4900000095367,30058.11000019312,,,,
269,19,Phi-4-mini 3.8B Instruct,few-shot,false,4526.200004577637,119.94999994337559,60.779999017715454,850.7699993941933,580.5,36.5,27.0,132.1
270,20,Phi-4-mini 3.8B Instruct,few-shot,false,1969.4000005722046,61.220000348985195,28.80000004172325,358.5499994009733,,,,
271,21,Phi-4-mini 3.8B Instruct,few-shot,false,4713.30001449585,136.6499999910593,78.19000017642975,843.0299996230751,789.4,31.5,42.6,107.7
272,22,Phi-4-mini 3.8B Instruct,few-shot,false,738.9000034332275,21.330000068992376,6.540000203996897,154.56000113487244,1206.0,40.0,71.2,150.0
273,23,Phi-4-mini 3.8B Instruct,few-shot,false,536.8000018596649,46.01000007241964,8.5500000808388,82.88000102341175,,,,
274,24,Phi-4-mini 3.8B Instruct,few-shot,false,2855.800003051758,31.21999990940094,184.55000019073486,305.2200000882149,742.0,7.4,43.1,73.7
275,25,Phi-4-mini 3.8B Instruct,few-shot,false,793.6999994516373,92.01999977976084,9.619999911636114,91.58999973535538,,,,
276,26,Phi-4-mini 3.8B Instruct,few-shot,false,2396.7999963760376,36.449999989941716,21.739999629557133,517.5799998734146,,,,
277,27,Phi-4-mini 3.8B Instruct,few-shot,false,383.0999994277954,28.789999950677156,10.87999982573092,55.340000450611115,872.8,23.6,55.1,109.7
278,28,Phi-4-mini 3.8B Instruct,few-shot,false,3348.600016117096,58.88000035658479,128.25000002607703,547.6900000665337,2947.4,52.8,215.5,419.1
279,29,Phi-4-mini 3.8B Instruct,few-shot,false,1745.7999930381775,66.85000034421682,109.60000000707805,167.2600005865097,2249.3,,160.7,
280,30,Phi-4-mini 3.8B Instruct,few-shot,false,286.5,6.319999933242798,11.959999978542328,38.69999980926514,,,,
281,31,Phi-4-mini 3.8B Instruct,few-shot,false,641.1000003814697,30.079999938607216,39.259998835623264,46.11999953724444,957.0,40.9,38.4,99.1
282,32,Phi-4-mini 3.8B Instruct,few-shot,false,2140.499987602234,39.89999979548156,37.74999912455678,412.5999998729676,,,,
283,33,Phi-4-mini 3.8B Instruct,few-shot,false,1062.4000000953674,133.67000080272555,18.879999917000532,87.75000101327896,795.0,43.4,73.8,112.6
284,34,Phi-4-mini 3.8B Instruct,few-shot,false,1658.6000006198883,35.28000021725893,115.31000000052154,160.4299996495247,,,,
285,35,Phi-4-mini 3.8B Instruct,few-shot,false,2489.699987411499,75.89999986626208,149.42999995686114,215.8699995279312,1562.7,40.5,104.6,261.8
286,36,Phi-4-mini 3.8B Instruct,few-shot,false,1736.5999999046326,11.369999960064888,1.5900000035762787,464.85000072419643,0.0,0.0,0.0,0.0
287,37,Phi-4-mini 3.8B Instruct,few-shot,false,698.7999992370605,22.939999997615814,37.740000028163195,85.1699989438057,1234.5,35.4,45.7,89.8
288,38,Phi-4-mini 3.8B Instruct,few-shot,false,518.1000008583069,34.12999998033047,15.250000020489097,67.49000066518784,690.4,97.9,78.9,145.4
289,39,Phi-4-mini 3.8B Instruct,few-shot,false,4191.699996471405,116.25999984145164,17.37999999895692,877.9400005936623,,,,
290,40,Phi-4-mini 3.8B Instruct,few-shot,false,2192.099998474121,109.46999964118004,151.75999958999455,137.2499982714653,,,,
291,41,Phi-4-mini 3.8B Instruct,few-shot,false,4663.299999952316,185.49999967217445,127.98999980837107,706.6500000357628,,,,
292,42,Phi-4-mini 3.8B Instruct,few-shot,false,50556.80001091957,5211.249999925494,3428.639999749139,69.51999819278717,,,,
293,43,Phi-4-mini 3.8B Instruct,few-shot,false,3300.5,89.2500024586916,96.49999894201756,536.7999992370605,640.0,21.1,85.8,181.7
294,44,Phi-4-mini 3.8B Instruct,few-shot,false,4290.800005435944,205.55000007525086,194.45999886840582,442.84000045992434,1568.0,58.5,81.4,135.8
295,45,Phi-4-mini 3.8B Instruct,few-shot,false,562.7000122070312,19.540000200271606,19.519999980926514,84.20000040531158,966.5,12.6,36.3,88.4
296,46,Phi-4-mini 3.8B Instruct,few-shot,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,,,,
297,47,Phi-4-mini 3.8B Instruct,few-shot,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,,,,
298,48,Phi-4-mini 3.8B Instruct,few-shot,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,,,,
299,49,Phi-4-mini 3.8B Instruct,few-shot,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,,,,
300,50,Phi-4-mini 3.8B Instruct,few-shot,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,,,,
301,1,Phi-4-mini 3.8B Instruct,chain-of-thought,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,0.0,0.0,0.0,0.0
302,2,Phi-4-mini 3.8B Instruct,chain-of-thought,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,0.0,0.0,0.0,0.0
303,3,Phi-4-mini 3.8B Instruct,chain-of-thought,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,0.0,0.0,0.0,0.0
304,4,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,0.0,0.0,0.0,0.0
305,5,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,0.0,0.0,0.0,0.0
306,6,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,0.0,0.0,0.0,0.0
307,7,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,0.0,0.0,0.0,0.0
308,8,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,0.0,0.0,0.0,0.0
309,9,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,0.0,0.0,0.0,0.0
310,10,Phi-4-mini 3.8B Instruct,chain-of-thought,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,0.0,0.0,0.0,0.0
311,11,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,0.0,0.0,0.0,0.0
312,12,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,2254.9,72.2,81.6,419.5
313,13,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,0.0,0.0,0.0,0.0
314,14,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,0.0,0.0,0.0,0.0
315,15,Phi-4-mini 3.8B Instruct,chain-of-thought,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,0.0,0.0,0.0,0.0
316,16,Phi-4-mini 3.8B Instruct,chain-of-thought,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,0.0,0.0,0.0,0.0
317,17,Phi-4-mini 3.8B Instruct,chain-of-thought,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,0.0,0.0,0.0,0.0
318,18,Phi-4-mini 3.8B Instruct,chain-of-thought,false,149153.60000145435,5262.709999926388,632.4900000095367,30058.11000019312,0.0,0.0,0.0,0.0
319,19,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4526.200004577637,119.94999994337559,60.779999017715454,850.7699993941933,0.0,0.0,0.0,0.0
320,20,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1969.4000005722046,61.220000348985195,28.80000004172325,358.5499994009733,0.0,0.0,0.0,0.0
321,21,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4713.30001449585,136.6499999910593,78.19000017642975,843.0299996230751,,,,
322,22,Phi-4-mini 3.8B Instruct,chain-of-thought,false,738.9000034332275,21.330000068992376,6.540000203996897,154.56000113487244,0.0,0.0,0.0,0.0
323,23,Phi-4-mini 3.8B Instruct,chain-of-thought,false,536.8000018596649,46.01000007241964,8.5500000808388,82.88000102341175,0.0,0.0,0.0,0.0
324,24,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2855.800003051758,31.21999990940094,184.55000019073486,305.2200000882149,0.0,0.0,0.0,0.0
325,25,Phi-4-mini 3.8B Instruct,chain-of-thought,false,793.6999994516373,92.01999977976084,9.619999911636114,91.58999973535538,0.0,0.0,0.0,0.0
326,26,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2396.7999963760376,36.449999989941716,21.739999629557133,517.5799998734146,0.0,0.0,0.0,0.0
327,27,Phi-4-mini 3.8B Instruct,chain-of-thought,false,383.0999994277954,28.789999950677156,10.87999982573092,55.340000450611115,0.0,0.0,0.0,0.0
328,28,Phi-4-mini 3.8B Instruct,chain-of-thought,false,3348.600016117096,58.88000035658479,128.25000002607703,547.6900000665337,0.0,0.0,0.0,0.0
329,29,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1745.7999930381775,66.85000034421682,109.60000000707805,167.2600005865097,0.0,0.0,0.0,0.0
330,30,Phi-4-mini 3.8B Instruct,chain-of-thought,false,286.5,6.319999933242798,11.959999978542328,38.69999980926514,0.0,0.0,0.0,0.0
331,31,Phi-4-mini 3.8B Instruct,chain-of-thought,false,641.1000003814697,30.079999938607216,39.259998835623264,46.11999953724444,0.0,0.0,0.0,0.0
332,32,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2140.499987602234,39.89999979548156,37.74999912455678,412.5999998729676,0.0,0.0,0.0,0.0
333,33,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1062.4000000953674,133.67000080272555,18.879999917000532,87.75000101327896,0.0,0.0,0.0,0.0
334,34,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1658.6000006198883,35.28000021725893,115.31000000052154,160.4299996495247,,,,
335,35,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2489.699987411499,75.89999986626208,149.42999995686114,215.8699995279312,0.0,0.0,0.0,0.0
336,36,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1736.5999999046326,11.369999960064888,1.5900000035762787,464.85000072419643,0.0,0.0,0.0,0.0
337,37,Phi-4-mini 3.8B Instruct,chain-of-thought,false,698.7999992370605,22.939999997615814,37.740000028163195,85.1699989438057,0.0,0.0,0.0,0.0
338,38,Phi-4-mini 3.8B Instruct,chain-of-thought,false,518.1000008583069,34.12999998033047,15.250000020489097,67.49000066518784,0.0,0.0,0.0,0.0
339,39,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4191.699996471405,116.25999984145164,17.37999999895692,877.9400005936623,0.0,0.0,0.0,0.0
340,40,Phi-4-mini 3.8B Instruct,chain-of-thought,false,2192.099998474121,109.46999964118004,151.75999958999455,137.2499982714653,0.0,0.0,0.0,0.0
341,41,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4663.299999952316,185.49999967217445,127.98999980837107,706.6500000357628,0.0,0.0,0.0,0.0
342,42,Phi-4-mini 3.8B Instruct,chain-of-thought,false,50556.80001091957,5211.249999925494,3428.639999749139,69.51999819278717,0.0,0.0,0.0,0.0
343,43,Phi-4-mini 3.8B Instruct,chain-of-thought,false,3300.5,89.2500024586916,96.49999894201756,536.7999992370605,0.0,0.0,0.0,0.0
344,44,Phi-4-mini 3.8B Instruct,chain-of-thought,false,4290.800005435944,205.55000007525086,194.45999886840582,442.84000045992434,0.0,0.0,0.0,0.0
345,45,Phi-4-mini 3.8B Instruct,chain-of-thought,false,562.7000122070312,19.540000200271606,19.519999980926514,84.20000040531158,0.0,0.0,0.0,0.0
346,46,Phi-4-mini 3.8B Instruct,chain-of-thought,false,6272.900017738342,150.14000002667308,162.13000022247434,1078.900000333786,1801.8,24.0,66.3,232.9
347,47,Phi-4-mini 3.8B Instruct,chain-of-thought,false,669.2000045776367,10.679999977350235,8.46000000089407,156.5,0.0,0.0,0.0,0.0
348,48,Phi-4-mini 3.8B Instruct,chain-of-thought,false,950.00000166893,16.310000024735928,7.62999995611608,215.2800000011921,0.0,0.0,0.0,0.0
349,49,Phi-4-mini 3.8B Instruct,chain-of-thought,false,932.0999994277954,47.1800000667572,66.24999979138374,44.01000061631203,0.0,0.0,0.0,0.0
350,50,Phi-4-mini 3.8B Instruct,chain-of-thought,false,1531.1000008583069,16.31000006198883,67.02000000141561,236.96000039577484,0.0,0.0,0.0,0.0
351,1,Phi-4-mini 3.8B Instruct,structured-output,false,544.4000000953674,28.239999897778034,14.849999971687794,73.72999906539917,0.0,0.0,0.0,0.0
352,2,Phi-4-mini 3.8B Instruct,structured-output,false,8082.799968719482,219.04000005126,107.9800009727478,1526.2300002872944,0.0,0.0,0.0,0.0
353,3,Phi-4-mini 3.8B Instruct,structured-output,false,450.699999332428,28.399999890476465,3.900000035762787,87.39000087976456,0.0,0.0,0.0,0.0
354,4,Phi-4-mini 3.8B Instruct,structured-output,false,2557.1000022888184,126.38999999314547,75.18999978713691,345.8999995291233,0.0,0.0,0.0,0.0
355,5,Phi-4-mini 3.8B Instruct,structured-output,false,1896.2999992370605,65.6999998986721,28.510000048205256,338.8499997854233,0.0,0.0,0.0,0.0
356,6,Phi-4-mini 3.8B Instruct,structured-output,false,1327.400007724762,91.18999999761581,60.900000005960464,119.91999989748001,0.0,0.0,0.0,0.0
357,7,Phi-4-mini 3.8B Instruct,structured-output,false,1093.2000122070312,11.199999988079071,53.05000000074506,145.94999885559082,0.0,0.0,0.0,0.0
358,8,Phi-4-mini 3.8B Instruct,structured-output,false,1783.7000031471252,73.54999992996454,58.36999977566302,272.4999993443489,0.0,0.0,0.0,0.0
359,9,Phi-4-mini 3.8B Instruct,structured-output,false,1290.5000038146973,9.710000112652779,4.190000012516975,311.50000190734863,0.0,0.0,0.0,0.0
360,10,Phi-4-mini 3.8B Instruct,structured-output,false,657.5000112056732,11.090000063180923,44.40999961644411,64.35000056959689,,,,
361,11,Phi-4-mini 3.8B Instruct,structured-output,false,1017.3000030517578,49.0500009059906,38.89999967813492,125.5,0.0,0.0,0.0,0.0
362,12,Phi-4-mini 3.8B Instruct,structured-output,false,1899.2000045776367,43.02999997884035,143.230000032112,134.70999917387962,,,,
363,13,Phi-4-mini 3.8B Instruct,structured-output,false,4149.800009727478,98.50999999977648,145.8600003812462,619.4499995708466,0.0,0.0,0.0,0.0
364,14,Phi-4-mini 3.8B Instruct,structured-output,false,1024.6000020503998,33.650000400841236,14.209999959915876,191.51999926567078,0.0,0.0,0.0,0.0
365,15,Phi-4-mini 3.8B Instruct,structured-output,false,78188.99999809265,1158.0400000009686,2607.309999236837,13131.669999975711,4526.0,20.7,16.9,161.8
366,16,Phi-4-mini 3.8B Instruct,structured-output,false,16646.6997756958,87.65999918617308,1537.6199998203665,670.2399999592453,0.0,0.0,0.0,0.0
367,17,Phi-4-mini 3.8B Instruct,structured-output,false,945.2999966144562,11.690000101923943,3.1400000397115946,231.60000053048134,0.0,0.0,0.0,0.0
368,18,Phi-4-mini 3.8B Instruct,structured-output,false,149153.60000145435,5262.709999926388,632.4900000095367,30058.11000019312,0.0,0.0,0.0,0.0
369,19,Phi-4-mini 3.8B Instruct,structured-output,false,4526.200004577637,119.94999994337559,60.779999017715454,850.7699993941933,0.0,0.0,0.0,0.0
370,20,Phi-4-mini 3.8B Instruct,structured-output,false,1969.4000005722046,61.220000348985195,28.80000004172325,358.5499994009733,0.0,0.0,0.0,0.0
371,21,Phi-4-mini 3.8B Instruct,structured-output,false,4713.30001449585,136.6499999910593,78.19000017642975,843.0299996230751,0.0,0.0,0.0,0.0
372,22,Phi-4-mini 3.8B Instruct,structured-output,false,738.9000034332275,21.330000068992376,6.540000203996897,154.56000113487244,0.0,0.0,0.0,0.0
373,23,Phi-4-mini 3.8B Instruct,structured-output,false,536.8000018596649,46.01000007241964,8.5500000808388,82.88000102341175,0.0,0.0,0.0,0.0
374,24,Phi-4-mini 3.8B Instruct,structured-output,false,2855.800003051758,31.21999990940094,184.55000019073486,305.2200000882149,0.0,0.0,0.0,0.0
375,25,Phi-4-mini 3.8B Instruct,structured-output,false,793.6999994516373,92.01999977976084,9.619999911636114,91.58999973535538,0.0,0.0,0.0,0.0
376,26,Phi-4-mini 3.8B Instruct,structured-output,false,2396.7999963760376,36.449999989941716,21.739999629557133,517.5799998734146,0.0,0.0,0.0,0.0
377,27,Phi-4-mini 3.8B Instruct,structured-output,false,383.0999994277954,28.789999950677156,10.87999982573092,55.340000450611115,0.0,0.0,0.0,0.0
378,28,Phi-4-mini 3.8B Instruct,structured-output,false,3348.600016117096,58.88000035658479,128.25000002607703,547.6900000665337,0.0,0.0,0.0,0.0
379,29,Phi-4-mini 3.8B Instruct,structured-output,false,1745.7999930381775,66.85000034421682,109.60000000707805,167.2600005865097,0.0,0.0,0.0,0.0
