experiment_id,video_id,model_name,technique_name,rag_enabled,gt_energy_kcal,gt_protein_g,gt_fat_g,gt_carbohydrate_g,pred_energy_kcal,pred_protein_g,pred_fat_g,pred_carbohydrate_g
177,27,Llama 3.2 3B Instruct,structured-output,false,,,,,0.0,0.0,0.0,0.0
178,28,Llama 3.2 3B Instruct,structured-output,false,69.2,0.45,0.05,18.75,105.0,3.8,2.1,25.9
178,28,Llama 3.2 3B Instruct,structured-output,false,969.5,6.3,0.7,262.5,105.0,3.8,2.1,25.9
178,28,Llama 3.2 3B Instruct,structured-output,false,,,,,240.0,4.0,24.0,12.0
178,28,Llama 3.2 3B Instruct,structured-output,false,287.5,2.88,30.0,7.5,60.0,1.5,6.0,12.0
178,28,Llama 3.2 3B Instruct,structured-output,false,607.5,21.25,38.75,52.5,100.0,5.0,4.0,20.0
178,28,Llama 3.2 3B Instruct,structured-output,false,107.5,0.14,12.15,0.01,190.0,8.0,16.0,8.0
178,28,Llama 3.2 3B Instruct,structured-output,false,100.4,1.1,6.0,12.0,120.0,3.0,8.0,20.0
178,28,Llama 3.2 3B Instruct,structured-output,false,69.2,0.45,0.05,18.75,105.0,3.8,2.1,25.9
178,28,Llama 3.2 3B Instruct,structured-output,false,969.5,6.3,0.7,262.5,105.0,3.8,2.1,25.9
178,28,Llama 3.2 3B Instruct,structured-output,false,,,,,100.0,5.0,2.0,25.0
178,28,Llama 3.2 3B Instruct,structured-output,false,60.8,0.06,0.0,16.4,64.0,0.0,0.0,16.0
178,28,Llama 3.2 3B Instruct,structured-output,false,,,,,45.0,1.0,0.5,11.0
178,28,Llama 3.2 3B Instruct,structured-output,false,57.0,0.7,0.3,14.0,55.0,1.0,0.5,13.0
178,28,Llama 3.2 3B Instruct,structured-output,false,107.8,1.26,6.0,12.4,120.0,3.0,8.0,20.0
179,29,Llama 3.2 3B Instruct,structured-output,false,37.2,1.6,0.12,8.25,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,8.0,0.18,0.08,1.8,44.0,1.2,0.2,11.4
179,29,Llama 3.2 3B Instruct,structured-output,false,4.5,0.1,0.03,0.85,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,93.6,2.91,0.99,20.1,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,14.9,0.6,0.9,2.75,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,18.8,0.9,1.1,2.2,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,650.0,8.5,68.0,8.0,50.0,7.5,5.0,8.3
179,29,Llama 3.2 3B Instruct,structured-output,false,69.0,0.69,7.2,1.8,500.0,6.9,50.0,10.3
179,29,Llama 3.2 3B Instruct,structured-output,false,19.8,0.36,0.1,5.06,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,,,,,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,9.4,0.29,0.1,2.01,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,3.6,0.08,0.02,1.32,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,40.0,1.1,0.1,9.3,10.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,6.0,0.28,0.06,1.32,20.0,0.8,0.1,2.3
179,29,Llama 3.2 3B Instruct,structured-output,false,239.0,27.0,14.0,0.0,300.0,30.0,20.0,0.0
179,29,Llama 3.2 3B Instruct,structured-output,false,,,,,60.0,0.8,0.1,15.3
179,29,Llama 3.2 3B Instruct,structured-output,false,,,,,10.0,0.2,0.1,0.3
180,30,Llama 3.2 3B Instruct,structured-output,false,79.5,2.82,0.96,14.7,120.0,4.0,2.0,25.0
180,30,Llama 3.2 3B Instruct,structured-output,false,207.0,3.5,11.0,24.0,180.0,3.0,10.0,25.0
181,31,Llama 3.2 3B Instruct,structured-output,false,29.8,1.28,0.1,6.6,10.0,0.5,0.5,2.3
181,31,Llama 3.2 3B Instruct,structured-output,false,60.0,2.85,0.6,13.2,15.0,0.5,0.5,3.5
181,31,Llama 3.2 3B Instruct,structured-output,false,107.5,0.14,12.15,0.01,100.0,0.5,11.0,0.0
181,31,Llama 3.2 3B Instruct,structured-output,false,6.5,0.37,0.36,1.08,10.0,0.5,0.5,2.3
181,31,Llama 3.2 3B Instruct,structured-output,false,20.1,1.02,1.14,1.5,0.0,0.0,0.0,0.0
181,31,Llama 3.2 3B Instruct,structured-output,false,47.8,5.4,2.8,0.0,20.0,5.0,1.0,2.0
181,31,Llama 3.2 3B Instruct,structured-output,false,48.1,1.2,1.35,8.25,500.0,2.5,40.0,60.0
181,31,Llama 3.2 3B Instruct,structured-output,false,241.8,15.0,19.8,0.78,200.0,15.0,15.0,2.0
182,32,Llama 3.2 3B Instruct,structured-output,false,58.5,1.35,0.45,15.0,52.8,0.7,0.2,13.4
182,32,Llama 3.2 3B Instruct,structured-output,false,1.5,0.02,0.01,0.49,6.0,0.2,0.0,1.4
182,32,Llama 3.2 3B Instruct,structured-output,false,5.3,0.0,0.0,2.8,10.0,1.0,0.0,2.4
182,32,Llama 3.2 3B Instruct,structured-output,false,,,,,120.0,3.5,8.0,12.0
182,32,Llama 3.2 3B Instruct,structured-output,false,77.5,6.5,5.5,0.55,70.0,6.3,5.0,1.2
182,32,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.2,0.0,4.9
182,32,Llama 3.2 3B Instruct,structured-output,false,215.1,0.27,24.3,0.03,168.0,0.2,18.0,0.0
182,32,Llama 3.2 3B Instruct,structured-output,false,,,,,320.0,3.8,16.0,40.0
183,33,Llama 3.2 3B Instruct,structured-output,false,104.3,4.48,0.35,23.1,10.0,0.2,0.5,2.0
183,33,Llama 3.2 3B Instruct,structured-output,false,297.0,72.0,0.9,0.6,240.0,24.0,12.0,0.0
183,33,Llama 3.2 3B Instruct,structured-output,false,184.0,31.2,2.8,6.2,200.0,20.0,10.0,0.0
183,33,Llama 3.2 3B Instruct,structured-output,false,224.0,18.0,4.0,26.0,150.0,12.0,8.0,10.0
183,33,Llama 3.2 3B Instruct,structured-output,false,32.8,0.72,0.16,8.0,25.0,0.5,0.5,6.0
183,33,Llama 3.2 3B Instruct,structured-output,false,7.6,0.21,0.04,1.65,10.0,0.2,0.5,2.0
183,33,Llama 3.2 3B Instruct,structured-output,false,104.3,4.48,0.35,23.1,10.0,0.2,0.5,2.0
185,35,Llama 3.2 3B Instruct,structured-output,false,483.8,0.0,0.0,125.0,1400.0,0.0,0.0,374.2
185,35,Llama 3.2 3B Instruct,structured-output,false,159.0,5.64,1.92,29.4,240.0,8.0,2.5,30.0
185,35,Llama 3.2 3B Instruct,structured-output,false,427.5,7.75,42.5,5.12,800.0,20.0,70.0,10.0
185,35,Llama 3.2 3B Instruct,structured-output,false,310.0,26.0,22.0,2.2,140.0,12.0,10.0,1.0
185,35,Llama 3.2 3B Instruct,structured-output,false,,,,,5.0,0.0,0.0,1.5
186,36,Llama 3.2 3B Instruct,structured-output,false,60.0,1.3,0.1,15.0,60.0,0.5,0.5,15.0
186,36,Llama 3.2 3B Instruct,structured-output,false,1385.0,9.0,1.0,375.0,60.0,0.5,0.5,15.0
186,36,Llama 3.2 3B Instruct,structured-output,false,38.7,0.0,0.0,10.0,60.0,0.0,0.5,15.0
186,36,Llama 3.2 3B Instruct,structured-output,false,112.5,0.0,0.0,28.2,60.0,0.0,0.5,15.0
186,36,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,38,Llama 3.2 3B Instruct,structured-output,false,239.0,27.0,14.0,0.0,140.0,30.0,6.0,0.0
188,38,Llama 3.2 3B Instruct,structured-output,false,,,,,12.0,0.3,0.5,2.0
188,38,Llama 3.2 3B Instruct,structured-output,false,7.6,0.21,0.04,1.65,10.0,0.3,0.5,2.0
188,38,Llama 3.2 3B Instruct,structured-output,false,110.4,0.3,0.18,27.6,120.0,1.4,6.0,30.0
188,38,Llama 3.2 3B Instruct,structured-output,false,19.8,0.36,0.1,5.06,10.0,0.3,0.5,2.0
188,38,Llama 3.2 3B Instruct,structured-output,false,80.0,3.8,0.8,17.6,40.0,1.3,2.5,8.0
188,38,Llama 3.2 3B Instruct,structured-output,false,,,,,10.0,0.3,0.5,2.0
188,38,Llama 3.2 3B Instruct,structured-output,false,,,,,10.0,0.3,0.5,2.0
192,42,Llama 3.2 3B Instruct,structured-output,false,36.0,1.25,0.05,8.4,44.8,1.4,0.2,11.3
192,42,Llama 3.2 3B Instruct,structured-output,false,22.3,0.96,0.07,4.95,13.8,0.7,0.1,3.4
192,42,Llama 3.2 3B Instruct,structured-output,false,50000.0,5200.0,3400.0,0.0,560.8,60.0,36.4,0.0
192,42,Llama 3.2 3B Instruct,structured-output,false,3.2,0.18,0.18,0.54,10.8,0.4,0.2,2.5
192,42,Llama 3.2 3B Instruct,structured-output,false,77.0,2.0,0.1,17.0,105.6,2.7,0.2,25.3
192,42,Llama 3.2 3B Instruct,structured-output,false,48.8,2.1,2.1,8.4,52.8,2.5,3.2,9.6
192,42,Llama 3.2 3B Instruct,structured-output,false,3.0,0.14,0.03,0.66,20.8,1.3,1.2,4.8
192,42,Llama 3.2 3B Instruct,structured-output,false,15.6,0.48,0.17,3.35,52.8,2.5,3.2,9.6
192,42,Llama 3.2 3B Instruct,structured-output,false,11.2,0.54,0.66,1.32,52.8,2.5,3.2,9.6
192,42,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.8,0.4,0.0,0.0
192,42,Llama 3.2 3B Instruct,structured-output,false,11.5,0.6,0.08,2.1,52.8,2.5,3.2,9.6
192,42,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,44,Llama 3.2 3B Instruct,structured-output,false,89.0,1.1,0.3,23.0,105.6,1.3,0.3,26.8
194,44,Llama 3.2 3B Instruct,structured-output,false,106.8,1.32,0.36,27.6,105.6,1.3,0.3,26.8
194,44,Llama 3.2 3B Instruct,structured-output,false,77.5,6.5,5.5,0.55,140.8,12.2,9.4,0.6
194,44,Llama 3.2 3B Instruct,structured-output,false,77.5,6.5,5.5,0.55,140.8,12.2,9.4,0.6
194,44,Llama 3.2 3B Instruct,structured-output,false,155.0,13.0,11.0,1.1,140.8,12.2,9.4,0.6
194,44,Llama 3.2 3B Instruct,structured-output,false,972.5,42.5,17.25,165.0,360.0,9.6,9.6,64.8
194,44,Llama 3.2 3B Instruct,structured-output,false,107.5,0.14,12.15,0.01,120.0,0.0,14.2,0.0
194,44,Llama 3.2 3B Instruct,structured-output,false,150.5,6.0,13.5,1.0,420.0,24.2,24.2,0.0
194,44,Llama 3.2 3B Instruct,structured-output,false,371.0,13.0,1.5,75.0,360.0,9.6,9.6,64.8
194,44,Llama 3.2 3B Instruct,structured-output,false,371.0,13.0,1.5,75.0,360.0,9.6,9.6,64.8
194,44,Llama 3.2 3B Instruct,structured-output,false,77.5,6.5,5.5,0.55,70.0,6.2,5.2,0.6
194,44,Llama 3.2 3B Instruct,structured-output,false,155.0,13.0,11.0,1.1,70.0,6.2,5.2,0.6
194,44,Llama 3.2 3B Instruct,structured-output,false,77.5,6.5,5.5,0.55,70.0,6.2,5.2,0.6
194,44,Llama 3.2 3B Instruct,structured-output,false,,,,,100.0,0.8,11.4,2.6
194,44,Llama 3.2 3B Instruct,structured-output,false,12.0,0.57,0.12,2.64,120.0,0.8,0.8,2.6
194,44,Llama 3.2 3B Instruct,structured-output,false,12.0,0.57,0.12,2.64,120.0,0.8,0.8,2.6
195,45,Llama 3.2 3B Instruct,structured-output,false,77.5,6.5,5.5,0.55,140.0,12.0,9.8,0.6
195,45,Llama 3.2 3B Instruct,structured-output,false,77.5,6.5,5.5,0.55,140.0,12.0,9.8,0.6
195,45,Llama 3.2 3B Instruct,structured-output,false,106.8,1.32,0.36,27.6,105.0,1.3,0.3,26.9
195,45,Llama 3.2 3B Instruct,structured-output,false,106.8,1.32,0.36,27.6,105.0,1.3,0.3,26.9
195,45,Llama 3.2 3B Instruct,structured-output,false,97.8,1.5,5.1,11.4,240.0,6.0,12.0,30.0
195,45,Llama 3.2 3B Instruct,structured-output,false,,,,,160.0,4.2,14.5,6.3
195,45,Llama 3.2 3B Instruct,structured-output,false,,,,,5.0,0.6,0.1,1.3
195,45,Llama 3.2 3B Instruct,structured-output,false,96.3,2.4,2.7,16.5,190.0,8.2,18.5,8.3
195,45,Llama 3.2 3B Instruct,structured-output,false,,,,,330.0,0.6,33.5,0.3
196,46,Llama 3.2 3B Instruct,structured-output,false,267.0,3.3,0.9,69.0,105.8,1.3,0.9,26.3
196,46,Llama 3.2 3B Instruct,structured-output,false,106.8,1.32,0.36,27.6,105.8,1.3,0.9,26.3
196,46,Llama 3.2 3B Instruct,structured-output,false,455.0,12.5,1.25,95.0,120.8,3.6,1.4,26.3
196,46,Llama 3.2 3B Instruct,structured-output,false,1820.0,50.0,5.0,380.0,120.8,3.6,1.4,26.3
196,46,Llama 3.2 3B Instruct,structured-output,false,5.3,0.0,0.0,2.8,4.8,0.8,0.0,1.2
196,46,Llama 3.2 3B Instruct,structured-output,false,35.5,0.04,4.01,0.0,240.8,2.8,24.0,0.0
196,46,Llama 3.2 3B Instruct,structured-output,false,100.4,1.1,6.0,12.0,360.8,2.8,24.0,36.0
196,46,Llama 3.2 3B Instruct,structured-output,false,1255.0,13.75,75.0,150.0,360.8,2.8,24.0,36.0
196,46,Llama 3.2 3B Instruct,structured-output,false,1284.0,32.0,36.0,220.0,480.8,16.0,48.0,60.0
196,46,Llama 3.2 3B Instruct,structured-output,false,401.2,10.0,11.25,68.75,480.8,16.0,48.0,60.0
196,46,Llama 3.2 3B Instruct,structured-output,false,,,,,4.8,0.8,0.0,1.2
197,47,Llama 3.2 3B Instruct,structured-output,false,15.0,0.35,0.1,5.5,10.0,0.3,0.2,2.5
197,47,Llama 3.2 3B Instruct,structured-output,false,75.0,1.75,0.5,27.5,10.0,0.3,0.2,2.5
197,47,Llama 3.2 3B Instruct,structured-output,false,96.3,2.4,2.7,16.5,60.0,1.2,6.5,12.9
197,47,Llama 3.2 3B Instruct,structured-output,false,,,,,100.0,1.4,0.5,25.9
197,47,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,47,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,48,Llama 3.2 3B Instruct,structured-output,false,60.0,1.2,0.0,13.0,60.0,1.3,0.5,15.0
198,48,Llama 3.2 3B Instruct,structured-output,false,60.0,1.2,0.0,13.0,60.0,1.3,0.5,15.0
198,48,Llama 3.2 3B Instruct,structured-output,false,66.0,0.8,0.4,17.0,15.0,0.5,0.0,3.7
198,48,Llama 3.2 3B Instruct,structured-output,false,66.0,0.8,0.4,17.0,15.0,0.5,0.0,3.7
198,48,Llama 3.2 3B Instruct,structured-output,false,126.0,6.0,1.4,22.0,100.0,10.0,0.5,20.0
198,48,Llama 3.2 3B Instruct,structured-output,false,40.2,2.04,2.28,3.0,0.0,0.0,0.0,0.0
198,48,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,48,Llama 3.2 3B Instruct,structured-output,false,40.2,2.04,2.28,3.0,0.0,0.0,0.0,0.0
198,48,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,48,Llama 3.2 3B Instruct,structured-output,false,,,,,60.0,1.3,0.5,15.0
198,48,Llama 3.2 3B Instruct,structured-output,false,60.0,0.0,0.0,15.0,60.0,1.3,0.5,15.0
198,48,Llama 3.2 3B Instruct,structured-output,false,78.0,0.45,0.3,21.0,50.0,0.5,0.5,12.0
198,48,Llama 3.2 3B Instruct,structured-output,false,78.0,0.45,0.3,21.0,50.0,0.5,0.5,12.0
198,48,Llama 3.2 3B Instruct,structured-output,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,48,Llama 3.2 3B Instruct,structured-output,false,2.2,0.17,0.03,0.42,0.5,0.5,0.0,0.7
198,48,Llama 3.2 3B Instruct,structured-output,false,,,,,15.0,0.5,0.0,3.7
199,49,Llama 3.2 3B Instruct,structured-output,false,250.0,26.0,17.0,0.0,360.0,30.0,20.0,0.0
199,49,Llama 3.2 3B Instruct,structured-output,false,,,,,360.0,30.0,20.0,0.0
199,49,Llama 3.2 3B Instruct,structured-output,false,7.5,0.3,0.1,1.92,0.0,0.0,0.0,0.0
199,49,Llama 3.2 3B Instruct,structured-output,false,7.5,0.3,0.1,1.92,0.0,0.0,0.0,0.0
199,49,Llama 3.2 3B Instruct,structured-output,false,93.6,2.4,2.4,15.6,120.0,2.0,2.0,25.0
199,49,Llama 3.2 3B Instruct,structured-output,false,18.0,0.9,0.2,3.9,20.0,1.0,0.5,4.0
199,49,Llama 3.2 3B Instruct,structured-output,false,18.0,0.9,0.2,3.9,20.0,1.0,0.5,4.0
199,49,Llama 3.2 3B Instruct,structured-output,false,7.5,0.7,0.1,1.45,10.0,1.0,0.5,2.0
199,49,Llama 3.2 3B Instruct,structured-output,false,7.5,0.7,0.1,1.45,10.0,1.0,0.5,2.0
199,49,Llama 3.2 3B Instruct,structured-output,false,12.0,0.57,0.12,2.64,10.0,0.5,0.5,2.0
199,49,Llama 3.2 3B Instruct,structured-output,false,21.0,0.6,1.2,1.8,120.0,5.0,7.5,10.0
199,49,Llama 3.2 3B Instruct,structured-output,false,14.9,0.64,0.05,3.3,10.0,0.5,0.5,2.0
199,49,Llama 3.2 3B Instruct,structured-output,false,11.2,0.54,0.66,1.32,0.0,0.0,0.0,0.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,20.0,0.5,1.5,4.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,50.0,1.0,0.5,12.0
200,50,Llama 3.2 3B Instruct,structured-output,false,,,,,,,,
202,2,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
203,3,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
204,4,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
205,5,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
207,7,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
208,8,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
211,11,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
213,13,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
214,14,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
216,16,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,21.0,0.9,0.2,6.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,42.0,1.5,0.1,17.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,15.0,4.0,0.0,3.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,20.0,1.5,0.0,12.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,20.0,1.5,0.0,12.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,15.0,2.0,0.0,9.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,15.0,6.0,0.0,3.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,158.0,13.0,1.2,75.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,10.0,0.7,0.0,2.0
217,17,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,15.0,0.5,0.0,1.0
218,18,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
219,19,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
220,20,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
221,21,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
222,22,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,99.0,24.0,0.3,0.2,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,15.6,0.48,0.17,3.35,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,37.2,1.6,0.12,8.25,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,20.0,0.55,0.05,4.65,0.0,0.3,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,37.2,1.6,0.12,8.25,0.0,3.75,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,6.0,0.0,0.0,14.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,22.8,0.23,2.38,0.59,200.0,2.0,22.0,28.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,10.0,0.7,0.0,2.6
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,150.0,25.5,3.5,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,10.0,2.5,1.0,20.0
223,23,Phi-4-mini 3.8B Instruct,zero-shot,false,22.8,0.23,2.38,0.59,200.0,2.0,22.0,28.0
224,24,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,12.6,0.5,0.17,3.2,3.0,0.1,0.2,0.6
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,22.3,0.96,0.07,4.95,45.0,9.5,1.5,21.6
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,160.0,1.6,1.2,41.8
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,20.0,0.55,0.05,4.65,29.0,1.2,0.2,7.4
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,120.0,5.7,1.2,26.4,12.0,3.7,0.2,1.8
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,100.0,20.0,1.3,0.0,200.0,32.0,10.0,0.0
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,100.0,20.0,1.3,0.0,200.0,32.0,10.0,0.0
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,9.0,0.45,0.1,1.95,18.0,0.9,0.2,4.8
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,20.0,0.55,0.05,4.65,15.0,0.9,0.6,1.8
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,7.4,0.16,0.04,1.86,29.0,0.3,0.3,15.9
225,25,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,260.0,4.3,0.4,54.2
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,120.5,4.3,10.0,6.7
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,452.8,3.4,30.0,49.8
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,287.5,2.88,30.0,7.5,539.0,1.5,57.1,18.7
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,607.5,21.25,38.75,52.5,486.0,16.2,31.7,34.4
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,13.6,1.4,0.2,0.3
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,106.8,1.32,0.36,27.6,105.4,1.3,0.3,27.9
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,107.5,0.14,12.15,0.01,588.0,25.8,25.9,4.7
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,107.8,1.26,6.0,12.4,614.7,13.8,61.9,12.7
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,57.0,0.7,0.3,14.0,81.5,1.2,0.2,21.4
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,60.0,1.2,0.0,13.0,81.5,1.2,0.2,21.4
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,78.0,0.0,0.0,20.1,64.5,0.01,0.2,17.3
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,60.8,0.06,0.0,16.4,24.9,0.06,0.3,7.5
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,78.0,0.45,0.3,21.0,52.2,0.6,0.3,13.8
228,28,Phi-4-mini 3.8B Instruct,zero-shot,false,195.6,4.0,9.6,24.0,400.0,11.2,14.5,67.0
230,30,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
231,31,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
231,31,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,0.0,0.0,0.0,0.0
231,31,Phi-4-mini 3.8B Instruct,zero-shot,false,29.8,1.28,0.1,6.6,10.0,0.7,0.0,2.4
231,31,Phi-4-mini 3.8B Instruct,zero-shot,false,,,,,6.0,0.6,0.0,2.7
231,31,Phi-4-mini 3.8B Instruct,zero-shot,false,107.5,0.14,12.15,0.01,102.0,0.5,11.7,0.1
231,31,Phi-4-mini 3.8B Instruct,zero-shot,false,6.5,0.37,0.36,1.08,10.0,0.8,0.0,1.2
