experiment_id,video_id,model_name,technique_name,rag_enabled,gt_quantity_value,gt_weight_g,pred_quantity_value,pred_weight_g
97,47,Llama 3.2 3B Instruct,few-shot,false,,50.0,2.0,100.0
97,47,Llama 3.2 3B Instruct,few-shot,false,,100.0,1.0,50.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,200.0,1.0,200.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,250.0,1.0,250.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,100.0,1.0,150.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,100.0,1.0,150.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,100.0,1.0,70.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,100.0,1.0,70.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,100.0,1.0,100.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,30.0,1.0,200.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,,1.0,200.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,30.0,1.0,200.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,30.0,1.0,200.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,150.0,1.0,70.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,150.0,1.0,70.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,5.0,1.0,20.0
98,48,Llama 3.2 3B Instruct,few-shot,false,,,1.0,50.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,100.0,200.0,200.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,,1.0,100.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,3.0,2.0,6.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,3.0,2.0,6.0
99,49,Llama 3.2 3B Instruct,few-shot,false,1.0,30.0,1.0,30.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,100.0,2.0,100.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,100.0,2.0,100.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,50.0,2.0,20.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,50.0,2.0,20.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,30.0,2.0,10.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,30.0,3.0,45.0
99,49,Llama 3.2 3B Instruct,few-shot,false,2.0,10.0,2.0,6.0
99,49,Llama 3.2 3B Instruct,few-shot,false,,3.0,1.0,3.0
100,50,Llama 3.2 3B Instruct,few-shot,false,,,0.5,50.0
100,50,Llama 3.2 3B Instruct,few-shot,false,,100.0,0.25,120.0
100,50,Llama 3.2 3B Instruct,few-shot,false,0.5,125.0,0.25,120.0
100,50,Llama 3.2 3B Instruct,few-shot,false,,,1.0,250.0
100,50,Llama 3.2 3B Instruct,few-shot,false,,100.0,1.0,250.0
100,50,Llama 3.2 3B Instruct,few-shot,false,,,1.0,20.0
100,50,Llama 3.2 3B Instruct,few-shot,false,,15.0,2.0,50.0
101,1,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,0.0
102,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,,240.0
102,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,325.0,325.0
102,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,7.0,7.0
102,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
102,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,375.0,375.0
102,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,5.0,5.0
102,2,Llama 3.2 3B Instruct,chain-of-thought,false,,,15.0,15.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,4.0,400.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,8.0,400.0,8.0,16.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,,,4.0,2.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,50.0,1.0,50.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,,,5.0,15.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,,10.0,2.3,23.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,10.0,1.0,20.0
103,3,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,20.0,1.0,20.0
104,4,Llama 3.2 3B Instruct,chain-of-thought,false,,,1.0,140.0
104,4,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,1.0,60.0
104,4,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,250.0,1.0,60.0
105,5,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,1.0,200.0
105,5,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,30.0
105,5,Llama 3.2 3B Instruct,chain-of-thought,false,,3.0,2.0,2.0
106,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,200.0
106,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,50.0
106,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,4.0
106,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,100.0
106,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,15.0
106,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,200.0
106,6,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,
107,7,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,2.0
107,7,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,2.0
107,7,Llama 3.2 3B Instruct,chain-of-thought,false,,30.0,2.0,200.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,,120.0,250.0,250.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,5.0,250.0,250.0,250.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,4.0,60.0,8.0,8.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,200.0,200.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,,250.0,240.0,240.0
109,9,Llama 3.2 3B Instruct,chain-of-thought,false,,5.0,2.0,2.0
111,11,Llama 3.2 3B Instruct,chain-of-thought,false,,,400.0,400.0
111,11,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,500.0,200.0,200.0
111,11,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,250.0,100.0,100.0
111,11,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
111,11,Llama 3.2 3B Instruct,chain-of-thought,false,,,10.0,10.0
111,11,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,50.0,10.0,10.0
112,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,100.0,100.0
112,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,375.0,375.0
112,12,Llama 3.2 3B Instruct,chain-of-thought,false,,15.0,50.0,50.0
112,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
112,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,120.0,120.0
112,12,Llama 3.2 3B Instruct,chain-of-thought,false,,,5.0,5.0
113,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
113,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,6.0,6.0
113,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,9.0,9.0
113,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
113,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,2.0
113,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,30.0,30.0
113,13,Llama 3.2 3B Instruct,chain-of-thought,false,,,60.0,60.0
114,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,400.0,400.0
114,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,240.0,240.0
114,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
114,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,5.0,5.0
114,14,Llama 3.2 3B Instruct,chain-of-thought,false,,,500.0,500.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,100.0,100.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,20.0,20.0
116,16,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
119,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,9.0,9.0
119,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,10.0,10.0
119,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,5.0,5.0
119,19,Llama 3.2 3B Instruct,chain-of-thought,false,4.0,1000.0,200.0,200.0
119,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
119,19,Llama 3.2 3B Instruct,chain-of-thought,false,,,20.0,50.0
119,19,Llama 3.2 3B Instruct,chain-of-thought,false,,5.0,2.0,2.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,500.0,500.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,80.0,4.0,4.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,30.0,30.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,10.0,10.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,15.0,15.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,18.0,18.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,5.0,5.0
120,20,Llama 3.2 3B Instruct,chain-of-thought,false,,,75.0,
122,22,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,100.0
122,22,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,30.0,30.0,30.0
122,22,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,30.0,30.0,30.0
122,22,Llama 3.2 3B Instruct,chain-of-thought,false,,5.0,1.5,1.5
122,22,Llama 3.2 3B Instruct,chain-of-thought,false,5.0,25.0,15.0,15.0
122,22,Llama 3.2 3B Instruct,chain-of-thought,false,,,3.0,6.0
123,23,Llama 3.2 3B Instruct,chain-of-thought,false,,50.0,200.0,200.0
123,23,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,,15.0,15.0
124,24,Llama 3.2 3B Instruct,chain-of-thought,false,,,30.0,30.0
124,24,Llama 3.2 3B Instruct,chain-of-thought,false,,,100.0,100.0
124,24,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,15.0
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,3.0,15.0,9.0,27.0
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,9.0,27.0
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,200.0
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,50.0
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,50.0,0.0,0.5
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,6.0,12.0
125,25,Llama 3.2 3B Instruct,chain-of-thought,false,,,5.0,7.5
127,27,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,1.0,0.0
128,28,Llama 3.2 3B Instruct,chain-of-thought,false,7.0,350.0,21.0,21.0
128,28,Llama 3.2 3B Instruct,chain-of-thought,false,,25.0,21.0,21.0
128,28,Llama 3.2 3B Instruct,chain-of-thought,false,,,300.0,300.0
128,28,Llama 3.2 3B Instruct,chain-of-thought,false,0.5,125.0,150.0,150.0
128,28,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,2.0
128,28,Llama 3.2 3B Instruct,chain-of-thought,false,,120.0,,
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,5.0,25.0,5.0,15.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,,10.0,1.0,10.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,,10.0,1.0,10.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,20.0,1.0,10.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,,10.0,1.0,10.0
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,30.0,1.0,2.5
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,5.0,1.0,2.5
129,29,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,5.0,1.0,2.5
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,,30.0,2.0,200.0
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,2.0,200.0
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,,,10.0,150.0
130,30,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
131,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,12.0
131,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,6.0
131,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,120.0
131,31,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
134,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,500.0
134,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,20.0
134,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,10.0
134,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,15.0
134,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,120.0
134,34,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,
135,35,Llama 3.2 3B Instruct,chain-of-thought,false,0.5,125.0,120.0,120.0
135,35,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,60.0,200.0,200.0
135,35,Llama 3.2 3B Instruct,chain-of-thought,false,0.5,125.0,400.0,400.0
135,35,Llama 3.2 3B Instruct,chain-of-thought,false,4.0,200.0,4.0,200.0
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,500.0,500.0
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,
136,36,Llama 3.2 3B Instruct,chain-of-thought,false,,,,
138,38,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,1.0,500.0
138,38,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,2.0
138,38,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,15.0,60.0,60.0
138,38,Llama 3.2 3B Instruct,chain-of-thought,false,4.0,60.0,120.0,120.0
138,38,Llama 3.2 3B Instruct,chain-of-thought,false,,,6.0,12.0
138,38,Llama 3.2 3B Instruct,chain-of-thought,false,4.0,200.0,8.0,8.0
138,38,Llama 3.2 3B Instruct,chain-of-thought,false,,,1.0,10.0
139,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,1000.0,1000.0
139,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,10.0,10.0
139,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,30.0,30.0
139,39,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,2.0
140,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,60.0
140,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,100.0
140,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,18.0
140,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.0,15.0
140,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
140,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,150.0,150.0
140,40,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
142,42,Llama 3.2 3B Instruct,chain-of-thought,false,3.0,15.0,9.0,9.0
142,42,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,50.0,9.0,9.0
142,42,Llama 3.2 3B Instruct,chain-of-thought,false,3.0,15.0,9.0,9.0
142,42,Llama 3.2 3B Instruct,chain-of-thought,false,200.0,20000.0,200.0,200.0
142,42,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,3.0,1.0,1.0
142,42,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,100.0,150.0,150.0
142,42,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,15.0,7.5,11.25
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,400.0,400.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,1.0,200.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,0.5,30.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,6.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,100.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,1.0,200.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,6.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,6.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,6.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,6.0
143,43,Llama 3.2 3B Instruct,chain-of-thought,false,,,2.0,6.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,50.0,50.0,50.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,50.0,50.0,50.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,,100.0,100.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,,20.0,20.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,,10.0,10.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
145,45,Llama 3.2 3B Instruct,chain-of-thought,false,,,20.0,20.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,,120.0,300.0,300.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,6.0,300.0,300.0,300.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,0.5,125.0,400.0,400.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,500.0,400.0,400.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,10.0,10.0,10.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,2.0,10.0,10.0,10.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,1.0,5.0,5.0,5.0
146,46,Llama 3.2 3B Instruct,chain-of-thought,false,4.0,200.0,200.0,200.0
147,47,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
147,47,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
147,47,Llama 3.2 3B Instruct,chain-of-thought,false,,,100.0,100.0
147,47,Llama 3.2 3B Instruct,chain-of-thought,false,,,200.0,200.0
147,47,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
149,49,Llama 3.2 3B Instruct,chain-of-thought,false,,100.0,200.0,200.0
149,49,Llama 3.2 3B Instruct,chain-of-thought,false,,,50.0,50.0
149,49,Llama 3.2 3B Instruct,chain-of-thought,false,,3.0,2.0,2.0
149,49,Llama 3.2 3B Instruct,chain-of-thought,false,,3.0,2.0,2.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,,,25.0,25.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,,,100.0,100.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,,,250.0,250.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,,,500.0,500.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,,,25.0,25.0
150,50,Llama 3.2 3B Instruct,chain-of-thought,false,,,25.0,25.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,100.0,1.0,300.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,5.0,2.0,30.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,,1.0,300.0
151,1,Llama 3.2 3B Instruct,structured-output,false,2.0,20.0,2.0,60.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,,1.0,50.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,,6.0,360.0
151,1,Llama 3.2 3B Instruct,structured-output,false,6.0,30.0,6.0,540.0
151,1,Llama 3.2 3B Instruct,structured-output,false,1.0,5.0,1.0,50.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,10.0,1.0,50.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,5.0,5.0,150.0
151,1,Llama 3.2 3B Instruct,structured-output,false,2.0,30.0,2.0,100.0
151,1,Llama 3.2 3B Instruct,structured-output,false,1.0,15.0,1.0,50.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,5.0,1.0,20.0
151,1,Llama 3.2 3B Instruct,structured-output,false,1.0,50.0,1.0,120.0
151,1,Llama 3.2 3B Instruct,structured-output,false,,,1.0,50.0
152,2,Llama 3.2 3B Instruct,structured-output,false,,250.0,1.3,300.0
152,2,Llama 3.2 3B Instruct,structured-output,false,,30.0,1.3,300.0
152,2,Llama 3.2 3B Instruct,structured-output,false,1.3,325.0,1.3,300.0
152,2,Llama 3.2 3B Instruct,structured-output,false,,,1.0,50.0
152,2,Llama 3.2 3B Instruct,structured-output,false,1.0,50.0,1.0,50.0
152,2,Llama 3.2 3B Instruct,structured-output,false,,100.0,3.0,300.0
152,2,Llama 3.2 3B Instruct,structured-output,false,3.0,750.0,3.0,300.0
152,2,Llama 3.2 3B Instruct,structured-output,false,3.5,875.0,3.0,300.0
152,2,Llama 3.2 3B Instruct,structured-output,false,1.0,5.0,1.0,4.0
152,2,Llama 3.2 3B Instruct,structured-output,false,3.0,45.0,3.0,45.0
153,3,Llama 3.2 3B Instruct,structured-output,false,,100.0,0.0,200.0
153,3,Llama 3.2 3B Instruct,structured-output,false,2.0,20.0,1.0,30.0
153,3,Llama 3.2 3B Instruct,structured-output,false,1.0,10.0,1.0,30.0
153,3,Llama 3.2 3B Instruct,structured-output,false,8.0,400.0,8.0,120.0
153,3,Llama 3.2 3B Instruct,structured-output,false,,,4.0,60.0
153,3,Llama 3.2 3B Instruct,structured-output,false,1.0,50.0,1.0,120.0
153,3,Llama 3.2 3B Instruct,structured-output,false,5.0,25.0,5.0,30.0
153,3,Llama 3.2 3B Instruct,structured-output,false,,,2.0,60.0
153,3,Llama 3.2 3B Instruct,structured-output,false,1.0,15.0,2.0,120.0
153,3,Llama 3.2 3B Instruct,structured-output,false,,,2.0,120.0
153,3,Llama 3.2 3B Instruct,structured-output,false,,15.0,2.0,120.0
153,3,Llama 3.2 3B Instruct,structured-output,false,,,2.0,60.0
153,3,Llama 3.2 3B Instruct,structured-output,false,,,1.0,50.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,100.0,1.0,240.0
154,4,Llama 3.2 3B Instruct,structured-output,false,1.0,250.0,1.0,240.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,250.0,1.0,0.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,100.0,1.0,300.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,100.0,1.0,36.0
154,4,Llama 3.2 3B Instruct,structured-output,false,1.0,250.0,1.0,36.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,,1.0,200.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,20.0,1.0,15.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,20.0,1.0,15.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,,1.0,240.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,,1.0,240.0
154,4,Llama 3.2 3B Instruct,structured-output,false,,3.0,1.0,3.0
154,4,Llama 3.2 3B Instruct,structured-output,false,2.0,10.0,2.0,6.0
156,6,Llama 3.2 3B Instruct,structured-output,false,,,1.0,120.0
156,6,Llama 3.2 3B Instruct,structured-output,false,10.0,500.0,10.0,30.0
156,6,Llama 3.2 3B Instruct,structured-output,false,2.0,100.0,2.0,10.0
156,6,Llama 3.2 3B Instruct,structured-output,false,,100.0,0.5,120.0
156,6,Llama 3.2 3B Instruct,structured-output,false,5.0,25.0,5.0,25.0
156,6,Llama 3.2 3B Instruct,structured-output,false,5.0,250.0,5.0,50.0
157,7,Llama 3.2 3B Instruct,structured-output,false,,,1.0,120.0
157,7,Llama 3.2 3B Instruct,structured-output,false,,,1.0,30.0
157,7,Llama 3.2 3B Instruct,structured-output,false,,30.0,1.0,50.0
158,8,Llama 3.2 3B Instruct,structured-output,false,4.0,40.0,1.0,30.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,10.0,2.0,60.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,5.0,1.0,12.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,3.0,1.0,12.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,5.0,1.0,12.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,3.0,1.0,12.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,5.0,1.0,12.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,3.0,1.0,12.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,5.0,1.0,12.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,,1.0,120.0
158,8,Llama 3.2 3B Instruct,structured-output,false,5.0,25.0,5.0,25.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,10.0,5.0,25.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,,2.0,24.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,,2.0,24.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,50.0,1.0,200.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,100.0,1.0,200.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,20.0,4.0,40.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,20.0,4.0,40.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,15.0,2.0,30.0
158,8,Llama 3.2 3B Instruct,structured-output,false,,15.0,2.0,30.0
159,9,Llama 3.2 3B Instruct,structured-output,false,5.0,250.0,5.0,300.0
159,9,Llama 3.2 3B Instruct,structured-output,false,,120.0,5.0,300.0
159,9,Llama 3.2 3B Instruct,structured-output,false,4.0,60.0,4.0,60.0
159,9,Llama 3.2 3B Instruct,structured-output,false,,100.0,1.0,200.0
159,9,Llama 3.2 3B Instruct,structured-output,false,,5.0,2.0,10.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,400.0,1.0,240.0
161,11,Llama 3.2 3B Instruct,structured-output,false,2.0,500.0,2.0,480.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,250.0,1.0,240.0
161,11,Llama 3.2 3B Instruct,structured-output,false,,30.0,1.0,240.0
161,11,Llama 3.2 3B Instruct,structured-output,false,10.0,50.0,10.0,10.0
161,11,Llama 3.2 3B Instruct,structured-output,false,1.0,50.0,1.0,50.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,2.0,120.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,3.0,180.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,15.0,0.5,15.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,1.0,240.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,2.0,240.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,1.0,10.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,2.0,10.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,5.0,0.5,6.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,1.0,120.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,1.0,60.0
162,12,Llama 3.2 3B Instruct,structured-output,false,,,2.0,60.0
